true_label,original_sent,text_output
1,"While the current episode has not yet concluded, it appears that, responding vigorously in a relatively flexible economy to the aftermath of bubbles, as traumatic as that may be, is less inhibiting to long-term growth than chronic high-inflation monetary policy.","HAWKISH
The sentence corresponds to the 'HAWKISH' class. The 'HAWKISH' class indicates the tightening of monetary policy."
0,But I want to emphasize that we do have a commitment to raising inflation to 2 percent.,"HAWKISH  The sentence describes a hawksish stance.
DOVISH    The sentence describes a dovish stance.
NEUTRAL   The sentence describes a neutral stance."
2,The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.,"'dovish', the FOMC is keeping the target range for the federal funds rate at 0 to 1/4 percent'
The FOMC is dovish, monetary policy remains steady until the labor market improves."
1,"Spreads on risky private-sector debt reached very low levels, and damaging spillovers to the nonfinancial sector occurred in the form of unduly high real estate prices and excessive leverage by borrowers in the housing market.",HAWKISH
1,"As a consequence, a sustainable, non-inflationary expansion is likely to involve some moderation in the growth of economic activity to a rate more consistent with the expansion of the nationâ€™s underlying productive capacity.","HAWKISH
The stance 'HAWKISH' is likely corresponding to tightening of the monetary policy. The FOMC just recently completed its 2nd hike (100bp cut) since December 2015. The fed funds rate is currently around 1% and is forecasted to increase to 1.75% by the end of 2020.
DOVISH
The stance 'DOVISH' is likely corresponding to easing of the monetary policy. The FOMC just recently completed its 1st easing cycle since April 2018. The fed funds rate is currently around 2.25% and is forecasted to decrease to 1.75% by the end of 2020.
NEUTRAL
The stance 'NEUTRAL' is likely being neutral, or unclear about the monetary policy. The FOMC just recently completed its 1st hiking cycle since April 2018, and the rate cuts since December 2015.
Expanded explanation:
As a consequence, a sustainable, non-inflationary expansion is likely to involve some moderation in the growth of economic activity to a rate more consistent with the expansion of the nationâ€™s underlying productive capacity.
In this statement, the FOMC just completed its 1st easing cycle since April 2018. The fed funds"
0,Significant cost cutting by firms was thought to have led to a sizable increase in productivity growth in the first half of the year,"HAWKISH
Significant cost cutting by firms was thought to have led to a sizable increase in productivity growth in the first half of the year
DOVISH
Significant cost cutting by firms was thought to have led to a sizable slowdown in productivity growth in the first half of the year
NEUTRAL
Significant cost cutting by firms was thought to have led to a sizable slowdown in productivity growth in the first half of the year"
1,They noted that the economy had entered the new year with considerable momentum and very few indications that growth was moderating from what appeared to be an unsustainable rate.,Dovish
0,"Some participants judged the risks to the outlook for inflation as tilted to the downside, particularly in the near term, in light of the large amount of resource slack already prevailing in the economy, the significant downside risks to the outlook for real activity, and the possibility that inflation expectations could begin to decline in response to low actual inflation.","HAWKISH""Some participants judged the risks to the outlook for inflation as tilted to the downside, particularly in the near term, in light of the large amount of resource slack already prevailing in the economy, the significant downside risks to the outlook for real activity, and the possibility that inflation expectations could begin to decline in response to low actual inflation.""
explained Hawish""Inflation is overheating in economy. The Feds monetary policy is tightening to prevent inflation from going higher.""
""DOVISH"" some participants judged the risks to the outlook for inflation as tilted to the easing, particularly in the near term, in light of the significant upside risks to the outlook for real activity, and the possibility that inflation expectations could begin to rise in response to high actual inflation.""
""NEUTRAL"" Some participants judged the risks to the outlook for inflation as tilted to the neutral, particularly in the near term, in light of the large amount of resource slack already prevailing in the economy, the significant downside risks to the outlook for real activity, and the possibility that inflation expectations could begin to decline in response to low actual inflation."""
2,"When governments resort to printing money to finance their spending, inflation rises and nominal assets lose their value.","HAWKISH
The sentence corresponds to tightening of the monetary policy.
The sentence describes why monetary policies performed by many governments worldwide lead to increase in inflation and devaluation of nominal assets."
2,"Of the 1,700 Washington employees, roughly 250 are Ph.D. economists, the majority of whom support the Board's monetary policy responsibilities.","HAWKISH
The sentence is HAWKISH. The monetary policy is tightening."
0,"Regarding the ELB, the previous statement was silent on the global decline in neutral policy rates, the likelihood that the ELB will constrain monetary policy space in economic downturns, and the implications of this constraint for our ability to achieve our dual-mandate goals.","HAWKISH
The statement you have given is hawkish as it is talking about the likelihood of the ECB to tighten monetary policy space in the future economic downturns.
There is a likelihood that the ECB will constrain monetary policy space in the future economic downturns.  This is because the recent developments in the financial market indicate a significant increase in the probability of a Euro area recession in 2020. The statement talks about the likelihood of the ECB to tighten monetary policy space in such a scenario.
The statement: The recent developments in the financial market indicate a significant increase in the probability of a Euro area recession in 2020.
This statement is hawkish as it is talking about a significant likelihood of a Euro area recession in 2020."
1,"To date, the spillover from the surge in oil prices has been modest.","HAWKISH
The surge in oil prices in the recent years has been modest so far. To date."
0,"The “extended period” language is conditioned on exactly those same points: “Extended period” is conditioned on resource slack, on subdued inflation, and on stable inflation expectations.","HAWKISH
The Federal Open Market Committee (FOMC) today decided to extend the period of its monthlyreinforcement of the Committee's monetary policy stance. The committee, however, did not update its assumption about the path of unemployment in the longer run. Consequently, the FOMCstatement includes the following qualified language: ""path"" (or ""exactly those same points""). Since the unemployment rate is currently low by historical standards, the Fed is concerned that, without action, economic slack might persist for some time, implying that the unemployment rate could decrease further and the inflation rate fail to move to the committee's 2% goal over the medium term. Therefore, the statement ""extended period"" was qualified with ""extended period"" (or ""exactly those same points""). Consequently, this classification is hawkish.
DOVISH
The Federal Open Market Committee (FOMC) today decided to lower theFederal Funds rate to 0.25%-0.50% and removed the suggestion of any further monetary policy tightening through 2021. Consequently, the FOMC statement includes the following unqualified language: ""also"" (or ""in addition""), ""removing"" (or ""in its pledge to remove"") and ""further"" (or ""no further"
0,"Although inflation remained remarkably subdued and any increase in inflationary pressures likely would tend to emerge only slowly, the strength in demand had developed against the backdrop of financial conditions that, broadly considered, were not substantially different from those now prevailing.","HAWKISH
The sentence describes a dovish monetary policy stance. The writer is concerned that there might be an inflationary surge and therefore tightening monetary policy is advised.
DOVISH
The sentence describes a dovish monetary policy stance. The writer is concerned that there might be an inflationary slack and therefore easing monetary policy is advised.
NEUTRAL
The writer is not advising any change in the monetary policy stance."
0,A few participants judged that the expectations regarding the path of the federal funds rate implied by prices in financial markets were currently suggesting greater provision of accommodation at coming meetings than they saw as appropriate and that it might become necessary for the Committee to seek a better alignment of market expectations regarding the policy rate path with policymakers' own expectations for that path.,"HAWKISH
The sentence is related to tightening of monetary policy.
At the Fed meeting in May, several participants judged that the expectations regarding the path of the federal funds rate implied by prices in financial markets were currently suggesting greater provision of accommodation than they saw as appropriate. At the Fed meeting in June, several participants judged that the expectations regarding the path of the federal funds rate implied by prices in financial markets were currently suggesting less accommodation than they saw as appropriate."
0,another indicated that the Committee could provide guidance stating that it would not raise its target for the federal funds rate if the inflation rate was expected to run below a given level at a specific horizon.,"HAWKISH
The sentence indicates that the monetary policy will be tightening.
DOVISH
The sentence indicates that the monetary policy will be easing.
NEUTRAL
The sentence is neutral.
Explaination
The provided sentence indicates that the FOMC will provide guidance stating that it will not raise the federal funds rate if the inflation rate is expected to run below a given level at a specific horizon.
Note
The provided explanation is just a short explanation of the classified sentence."
1,"The prospect of additional fiscal stimulus likely contributed to a steeper U. S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation.","HAWKISH
The prospect of additional fiscal stimulus likely contributed to a steeper U. S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation. This sentence corresponds to tightening of the monetary policy.
DOVISH
The prospect of additional fiscal stimulus likely contributed to a steeper U. S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation. This sentence corresponds to easing of the monetary policy.
NEUTRAL
The prospect of additional fiscal stimulus likely contributed to a steeper U. S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation. This sentence is neutral regarding the monetary policy."
2,"At the same time, the staff viewed the risks around its outlook for the unemployment rate as roughly balanced.","HAWKISH DOVISH NEUTRAL
 labelling the sentence as Hawkish, Dovish or Neutral, explanation: At the same time, the staff viewed the risks around its outlook for the unemployment rate as roughly balanced. The FOMC agrees to tighten monetary policy if the unemployment rate is below desired level of 3.7% as per monetary policy stance mentioned in this paragraph."
2,"We found that a surprise increase of 25 basis points in the funds rate target typically results in a decline in broad equity indexes of about 1 percent, whereas a change in the funds rate that is expected by the market has essentially no effect on stock prices.17 Our work is just one example of a number of event-study analyses that may well shed light on the effects of monetary policy and the channels of monetary policy transmission.","HAWKISH
The sentence is referring to tightening of the monetary policy.
For example, ""We found that a surprise increase of 25 basis points in the funds rate target typically results in a decline in broad equity indexes of about 1 percent, whereas a change in the funds rate that is expected by the market has essentially no effect on stock prices"".
It is worth noting that the effect is usually transitory: the equity markets typically return to the expected path shortly after the unexpected policy action."
2,"Operationally, maintaining price stability requires abiding by the Taylor principle of raising nominal interest rates more than one for one in response to movements in inflation, especially those movements perceived as persistent.","HAWKISH
DOVISH
NEUTRAL
 Label: HAWKISH
 explanation: Keeping prices stable requires following the Taylor principle, which states that interest rates should rise more than one for one in response to movements in inflation.
 Label: DOVISH
 explanation: Price stability requires adhering to the Taylor principle, which states that interest rates should rise more than one for one in response to movements in inflation.
 Label: NEUTRAL
 explanation: Price stability requires adhering to the Taylor principle, which states that interest rates should rise more than one for one in response to movements in inflation."
2,"The growth of subprime mortgage lending is one indication of the extent to which access to credit has increased for all households, including those with lower incomes.","HAWKISH
The growth of subprime mortgage lending is an indication of the extent to which access to credit has increased for all households, including those with lower incomes.
DOVISH
The growth of subprime mortgage lending is one indication of the extent to which access to credit has increased for all households, including those with lower incomes.
NEUTRAL
The growth of subprime mortgage lending is one indication of the extent to which access to credit has increased for all households, including those with lower incomes."
2,"And what is the risk that, in taking such steps, a central bank would be seen by investors as taking on partial responsibility for asset prices?","HAWKISH
The FOMC raises interest rates as hawks would, by tightening monetary policy in response to economic shocks.
DOVISH
The FOMC lowers interest rates as doves would, by easing monetary policy in response to strong growth.
NEUTRAL
The FOMC is neither hawkish nor dovish, instead focusing on sustainable inflation levels.
Explanation
The FOMC is neither hawkish nor dovish, instead focusing on sustainable inflation levels. The central bank aims to keep prices stable without becoming a dovish or hawk. In economic jargon, the FOMC's stance is 'neutral'.
In the example, the classified as 'hawkish'. Note that this is just a subjective opinion of the author and not the actual stance of the FOMC."
1,"As of this month, the maximum monthly reduction in the balance sheet will be nearly double the level of the previous cycle.10 Together, the increase in the policy rate and the reduction in the balance sheet should help bring demand into alignment with supply.","HAWKISH
As of this month, the maximum monthly reduction in the balance sheet will be nearly double the level of the previous cycle.10 Together, the increase in the policy rate and the reduction in the balance sheet should help bring demand into alignment with supply. This is hawkish as monetary policy is expected to be tightening over the coming months.
DOVISH
As of this month, the maximum monthly reduction in the balance sheet will be nearly double the level of the previous cycle.10 Together, the increase in the policy rate and the reduction in the balance sheet should help bring demand into alignment with supply. This is dovish as monetary policy is expected to be easing over the coming months.
NEUTRAL
As of this month, the maximum monthly reduction in the balance sheet will be nearly double the level of the previous cycle.10 Together, the increase in the policy rate and the reduction in the balance sheet should help bring demand into alignment with supply. This is neutral as monetary policy is expected to be neutral over the coming months."
0,"Moreover, in light of the anticipated modest pace of economic recovery, the Committee expects that over coming quarters the unemployment rate will decline only gradually toward its mandate-consistent levels.","HAWKISH
I label this sentence as 'HAWKISH' as the FOMC is about to tighten its monetary policy which is shown by the first word in the label ('HAWKISH') and the second sentence contains information about unemployment rate ('the anticipated modest pace of economic recovery..').
DOVISH
I label this sentence as 'DOVISH' as the FOMC is about to ease its monetary policy which is shown by the first word in the label ('DOVISH') and the second sentence contains information about unemployment rate ('the anticipated modest pace of economic recovery..').
NEUTRAL
I label this sentence as 'NEUTRAL' as the stance of the FOMC monetary policy is neutral, as shown by the absence of both 'HAWKISH' and 'DOVISH' in the second line.
explanation
The provided sentence is neutral, as the FOMC is about to tighten or ease its monetary policy, but the decision on the tightening or easing will be made in the next quarter(s) of 2016, so the provided sentence contains information about expected unemployment rate, which 'will be gradually' reached 'only' neutral stance."
0,"It was a question of not getting inflation up to our target on a robust, symmetric kind of a way.","HAWKISH It was a question of not getting inflation up to our target on a robust, symmetric kind of a way
DOVISH It was a question of not getting inflation up to our target on a robust, symmetric way
NEUTRAL It was a question of not getting inflation up to our target on a robust, symmetric way"
2,"Returning to monetary policy, we recognize that there has been a great deal of focus on today’s policy decision.","HAWKISH Explanation: The monetary policy is being tightened. DOVISH Explanation: The monetary policy is easing. NEUTRAL Explanation: The monetary policy is staying neutral.
Label: HAWKISH
The monetary policy is being tightened."
2,"It is an honor to be here with Ben Bernanke and Janet Yellen, who pioneered the original Statement on Longer-Run Goals and Monetary Policy Strategy in 2012.","HAWKISH It is an honor to be here with Ben Bernanke and Janet Yellen, who pioneered the original Statement on Longer-Run Goals and Monetary Policy Strategy in 2012. It is an honor to be here with Ben Bernanke and Janet Yellen, who pioneered the original Statement on Longer-Run Goals and Monetary Policy Strategy in 2012. This statement pertains to hawkish stance as Ben Bernanke, the chairman of Federal Reserve, and Janet Yellen, the chairperson of the Federal Reserve, are increasing the monetary policy tightenings."
1,"Although we cannot ascertain the precise rates of resource utilization that the economy can sustain, we can have little doubt that, after three years of above-trend growth, slack has been substantially reduced.","HAWKISH
The sentence indicates that the monetary policy is being tightened. The economy is growing at a fast pace and the monetary policy was loosened in the previous few months which led to faster growth and reduced slack. The updated monetary policy now indicates that the pace of growth will be slowed."
0,"Participants agreed that the longer-run normal federal funds rate was likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates.","HAWKISH
The sentence describes a dovish FOMC member’s view on the current monetary policy stance. The member think that the longer-run normal federal funds rate is likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates. This sentence indicates that the monetary policy is dovish.
DOVISH
The sentence describes a dovish FOMC member’s view on the current monetary policy stance. The member think that the longer-run normal federal funds rate is likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates. This sentence indicates that the monetary policy is dovish.
NEUTRAL
The sentence describes the FOMC’s view on the current monetary policy stance. The stance is neutral because the member think that the longer-run normal federal funds rate is likely higher than in the past, in part because of secular forces that had put upward pressure on real interest rates."
2,"To reduce that uncertainty, we often use the unemployment gap rather than the output gap in these rules.19 We also need to pick values for the coefficients a and b, whether they are the values John Taylor posited in his seminal 1993 article or other values from the vast literature that has come since.20 There are still other choices to make.","HAWKISH
The unemployment gap between actual and desired level of unemployment is large. Therefore, the FOMC is hawkish.
DOVISH
The unemployment gap is small. Hence, the FOMC is dovish.
NEUTRAL
The unemployment gap is near zero. Hence, the FOMC is neutral."
2,"The Chairman testifies frequently before the Congress, with the one-year record being twenty-five appearances in 1995, although only seven were directly about monetary policy.",HAWKISH  One-year record twenty-five testifies Congress directly about monetary policy seven
2,"Given the substantial uncertainty still attached to projections of money growth consistent with the Committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in July 1996.","HAWKISH: The sentence is regarding tightening of the monetary policy since 'given' is an act of presumption.
DOVISH: The sentence is regarding easing of the monetary policy since'since' is a timing phrase.
NEUTRAL: The sentence is regarding neutral monetary policy."
2,"An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth.","HAWKISH
Because an understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth, the December FOMC Statement was hawkish."
1,"Today a rise in oil prices has mixed effects on the economy, lowering real household incomes and thus demand, but raising investment in drilling over time and benefiting oil-producing areas more generally.","HAWKISH  The stance is 'hawkish' because the author is considering the monetary policy tightening and its negative effects on the real economy.
DOVISH   The stance is 'dovish' because the author is considering the monetary policy easing and its positive effects on the real economy.
NEUTRAL  The sentence has neutral stance."
2,So the term “trend inflation”—usually there are a variety of statistical techniques that can be used to extract a trend from a series.,"HAWKISH
The term trend inflation usually refers to the case where the increase in the general price levels is due to a long-term trend. In that case, it is not appropriate to attribute the recent price changes to the monetary policy. The increase in the general price levels is due to multiple factors, such as increased raw material and energy prices, as well as legal changes, among others. However, it is reasonable to evaluate the monetary policy implications on the recent prices.
DOVISH
The term trend inflation usually refers to the case where the increase in the general price levels is due to a persistent inflationary trend. In that case, it is appropriate to attribute the recent price changes to the monetary policy. The recent increase in the general price levels is due to the inflationary pressure created by the monetary policy.
NEUTRAL
The term trend inflation does not provide enough information to determine if the recent increase in the general price levels is due to a long-term trend or if it is due to a persistent inflationary trend. The recent increase in the general price levels does not indicate any clear trend."
2,"In the Committee’s discussion of monetary policy for the intermeeting period, nearly all members favored keeping the target federal funds rate at 5-1/4 percent at this meeting.","HAWKISH
The sentence indicates that the monetary policy of the Federal Reserve will be tightened.
DOVISH
The sentence indicates that the monetary policy of the Federal Reserve will be eased.
NEUTRAL
The sentence indicates that the monetary policy of the Federal Reserve will remain the same."
2,"But we are also searching for an absolute concept, the point of balance between supply and demand in the respective markets that divides excess demand from excess supply--in effect, the origin in a diagram relating inflation to excess demand and supply.","HAWKISH
Explanation:
The provided sentence talks about the monetary policy of the US. It says that the Fed is tightening the monetary policy.
DOVISH
Explanation:
The provided sentence talks about the monetary policy of the US. It says that the Fed is easing the monetary policy.
NEUTRAL
Explanation:
The provided sentence does not talk about the monetary policy of the US. It is trying to explain the relationship between inflation and demand and supply."
1,"Credit conditions in the commercial real estate (CRE) sector continued to ease, and growth in CRE loans at banks stayed solid.","HAWKISH: credit conditions in the CRE sector continued to ease, and growth in CRE loans at banks stayed solid, therefore this sentence corresponds to tightening of the monetary policy
DOVISH: credit conditions in the CRE sector continued to ease, and growth in CRE loans at banks stayed solid, therefore this sentence does not correspond to tightening or easing of the monetary policy
NEUTRAL: credit conditions in the CRE sector continued to ease, and growth in CRE loans at banks stayed solid, therefore this sentence does not correspond to tightening or easing of the monetary policy, therefore this sentence is NEUTRAL"
1,"While labor markets were anticipated to remain tight in the near term, participants expected labor demand and supply to come into better balance over time, helping to ease upward pressure on wages and prices.","HAWKISH
labour markets were anticipated to remain tight in the near term
participant expected labor demand and supply to come into better balance over time helping  ease upward pressure on wages and prices"
1,Money growth was damped by a rise in the opportunity cost of holding M2 assets (as typically occurs in periods of policy tightening).,"HAWKISH
Because monetary policy is tightening, money growth will be damped. The opportunity cost of holding M2 assets will increase, causing people to want to spend less currency and hold more cash or gold."
2,"A few participants pointed to continued strong growth in multifamily construction, although the limited pipeline of new projects in one District suggested that activity could slow in 2015.","HAWKISH: The sentence describes future monetary policy of the U.S. It is clear that the author is predicting tightening of monetary policy. Please see below for the corresponding label in the training data.
LABEL: 'HAWKISH'
Explanation: 'A few participants pointed to continued strong growth in multifamily construction, although the limited pipeline of new projects in one District suggested that activity could slow in 2015.' This sentence describes future monetary policy of the U.S. Federal Open Market Committee (FOMC). The sentence predicts that the monetary policy of the United States will tighten in the future.
DOVISH: The sentence describes future monetary policy of the U.S. It is clear that the author is predicting easing of monetary policy. Please see below for the corresponding label in the training data.
LABEL: 'DOVISH'
Explanation: 'The sentence predicts that the monetary policy of the United States will ease.'
NEUTRAL: The sentence does not describe monetary policy of the U.S. It is unclear whether the sentence describes future or past monetary policy. Please see below for the corresponding label in the training data.
LABEL: 'NEUTRAL'
Explanation: 'The sentence does"
1,"The staff's near-term forecast for inflation was revised up a little, as recent data showed somewhat faster-than-anticipated increases that were judged to be only partly transitory.","HAWKISH: The staff's near-term forecast for inflation was revised up a little, as recent data showed somewhat faster-than-anticipated increases that were judged to be only partly transitory.

Explanation: This sentence indicates that the monetary policy is likely to be tightened in the near future."
2,"But in the shorter run, we must also develop strategies to overcome the education deficiencies of all too many of our young people, and to renew the skills of workers who have not kept up with the changing demands of the workplace.",HAWKISH
1,"Some saw a risk that inflationary pressures might develop more rapidly than currently anticipated as resource utilization tightened,",HAWKISH
2,"I believe the current move can be justified in a forward-looking variant of the Taylor Rule, where today's policy depends on the forecast of future output gaps and inflation.",HAWKISH
2,"The shift in the stance of monetary policy that we undertook in 2019 was, I believe, well timed and has been providing support to the economy and helping to keep the U.S. outlook on track.",HAWKISH
2,"Some contacts indicated that while input costs were higher, it appeared that the pass-through of these higher costs to consumer prices was limited.","HAWKISH: The stances corresponding to tightening of monetary policy are indicated by sentences that describe a rise in interest rates.
DOVISH: The stances corresponding to easing of monetary policy are indicated by sentences that describe a drop in interest rates.
NEUTRAL: The stances are indicated by sentences that do not describe a change in interest rates."
2,"However, household spending had been relatively robust during the cyclical downturn and likely had only limited room for a pickup over coming quarters, and intense competitive pressures could well constrain profits, investment, and equity prices.",HAWKISH
2,Consumer food prices were little changed in August.,"HAWKISHexplanation: In this sentence, the FOMC is going to tighten monetary policy. We can infer this because the consumer food prices were little changed in August.
 DOVISHexplanation: In this sentence, the FOMC is likely going to ease monetary policy. We can infer this because the consumer food prices were changed in August.
 NEUTRALexplanation: In this sentence, the FOMC does not intend to change monetary policy. We cannot infer anything from this sentence.
**label** HAWKISH
**label** DOVISH
**label** NEUTRAL"
0,largely as a consequence of further increases in nominal labor compensation gains that would not be fully offset by growth in productivity.,"HAWKISH
The sentence describes tightening of monetary policy by the FOMC. The monetary policy is tightening because of further increases in nominal labor compensation gains that would not be fully offset by growth in productivity.
DOVISH
The sentence describes easing of monetary policy by the FOMC. The monetary policy is easing because of growth in productivity that would offset nominal labor compensation gains.
NEUTRAL
The sentence describes neutral stance of the FOMC. The stance is neutral because of lack of sufficient information to make a clear determination."
2,"In connection with the risks associated with an early start to policy normalization, many participants observed that a premature increase in rates might damp the apparent solid recovery in real activity and labor market conditions, undermining progress toward the Committee's objectives of maximum employment and 2 percent inflation.","HAWKISH
The sentence 'In connection with the risks associated with an early start to policy normalization, many participants observed that a premature increase in rates might damp the apparent solid recovery in real activity and labor market conditions, undermining progress toward the Committee's objectives of maximum employment and 2 percent inflation' is corresponding to tightening of the monetary policy."
2,"In contrast, in cases in which variations in the demand for reserves or in external factors affecting reserve supply appear likely to be temporary, the Desk typically prefers to conduct open-market operations through short-term or long-term repurchase agreements, known as repos.","HAWKISH
In contrast, in cases in which variations in the demand for reserves or in external factors affecting reserve supply appear likely to be temporary, the Desk typically prefers to conduct open-market operations through short-term or long-term repurchase agreements, known as repos."
