true_label,original_sent,text_output
1,"But because the United States has run persistent and sizable primary trade deficits since 1990, the net external debt is now 25 percent of GDP and rising sharply.","HAWKISH
The sentence 'But because the United States has run persistent and sizable primary trade deficits since 1990, the net external debt is now 25 percent of GDP and rising sharply' is classified as 'HAWKISH' because the FOMC is likely to tighten monetary policy in the coming months.
DOVISH
The sentence 'Because the United States has run persistent and sizable primary trade deficits since 1990, the net external debt is now 25 percent of GDP and rising sharply' is classified as 'DOVISH' because the FOMC is likely to ease monetary policy in the coming months.
NEUTRAL
The sentence 'The net external debt is now 25 percent of GDP and rising sharply' is classified as 'NEUTRAL' because the FOMC's monetary policy stance is not likely to change in the coming months.
'HAWKISH', 'DOVISH', or 'NEUTRAL'"
2,"Some uncertainties, such as those associated with the election, had been resolved, but others persisted, including the prospects for oil prices and their consequences for the economy.","HAWKISH
Some uncertainties, such as those associated with the election, had been resolved, but others persisted, including the prospects for oil prices and their consequences for the economy.
DOVISH
Some uncertainties, such as those associated with the election, had been resolved, but others persisted, including the prospects for oil prices and their consequences for the economy.
NEUTRAL
Some uncertainties, such as those associated with the election, had been resolved, but others persisted, including the prospects for oil prices and their consequences for the economy.
Label: HAWKISH
Explanation: The monetary policy is HAWKISH as the sentence mentions about continued oil prices and their consequences.
Label: DOVISH
Explanation: The monetary policy is DOVISH as the sentence does not mention about oil prices.
Label: NEUTRAL
Explanation: The monetary policy is NEUTRAL as the sentence does not mention about election or uncertainties."
2,They continued to expect that inflation would move up toward the Committee's 2 percent objective over the medium term as the effects of these transitory factors waned and conditions in the labor market improved further.,"HAWKISH As the sentence mentions 'hike' of the monetary policy, the FOMC is Hawkish
DOVISH As the sentence mentions 'ease' of the monetary policy, the FOMC is Dovish
NEUTRAL The stance is neutral as the sentence mentions 'conditions in the labor market improved further'"
2,"So, we are taking account of international developments, including prospects for growth in our trade partners, in making the forecast we have here.","HAWKISHExplanation: 'HAWKISH' corresponds to tightening of the monetary policy. The FOMC statement talks about the Fed's interest rate decisions. The hawks think the Fed will need to tighten monetary policy to counter any downside risks to the economic forecast the hawks constructed in their forecasting models.
DOVISHExplanation: 'DOVISH' corresponds to easing of the monetary policy. The FOMC statement talks about the Fed's interest rate decisions. The doves think the Fed will not need to ease monetary policy as much as the hawks fear because the economy is doing quite well and most economic indicators are showing positive results."
1,"Even so, the growth of investment spending over this period noticeably outpaced the rise in retained earnings, and thus these corporations turned to the capital markets to fill the widening gap.","HAWKISH  The sentence suggests that the corporations are planning to increase spending on investment projects over the next period, thus they are 'HAWKISH' on the monetary policy.
DOVISH  The sentence suggests that the corporations are having trouble to meet the growth demand for their products and services, and they are 'DOVISH' on the monetary policy.
NEUTRAL The sentence doesn't provide enough information to classify the monetary policy."
1,But this belief will persist only as long as we on the Federal Open Market Committee continue to ratify the publicâ€™s expectations that inflation will remain low and stable.,"HAWKISH
The sentence mentions the belief of the FOMC, that inflation will remain low and stable, which will persist only as long as they persist.
DOVISH
The sentence mentions the FOMC, that inflation will remain low and stable, which will persist only as long as they persist.
NEUTRAL
The sentence mentions the belief of the FOMC, that inflation will remain low and stable, but doesn't mention whether the FOMC themselves persist or not."
0,"Participants agreed that the longer-run normal federal funds rate was likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates.","HAWKISH
It is Hawkish because the stance suggests tighter monetary policy by the FOMC.
DOVISH
It is Dovish because the corresponding monetary policy stance is easing.
NEUTRAL
It is Neutral because the corresponding monetary policy stance is not mentioned nor implied by the content of the sentence."
0,"Moreover, we should recognize that these disinflationary effects could dissipate or even be reversed in coming years.","HAWKISH Explanation: This is a hawkish sentence as monetary policy is tightening
DOVISH Explanation: This is a dovish sentence as monetary policy is easing
NEUTRAL Explanation: The effect of disinflation is not clear yet, so this sentence is neutral

Due to non-health benefits and side effects, the popularity of e-cigarette smoking has been surging in recent years. However, the lack of knowledge about e-cigarette risks and the incorrect belief that e-cigarettes are less harmful than cigarettes may lead current and future users to be misled. In this article, we first summarize the health effects of e-cigarette smoking and smoke exposure. Then, we discuss why the health effects of e-cigarette smoking are not benign and call on e-cigarette users and regulatory bodies to be more responsible.

Nicotine, the addictive chemical in tobacco, increases the activity of the dopamine and neurochemical systems in the brain. E-cigarette nicotine has similar effects on the brain. Inhalation of other chemicals in e-cigarette smoke, such as formaldehyde, acrolein, and metals, such as nickel and chromium, may also have harmful effects. E-cigarette"
2,"Signs of an actual change in inflation were still quite tentative and anecdotal, and they did not warrant an adjustment to policy at this meeting.","HAWKISH: Dovish: The signs of an actual change in inflation were still quite tentative and anecdotal, and they did not warrant an adjustment to policy at this meeting.
""The economy is slowing down, and while there is tentative evidence of a pick-up in wages, this is not yet broad based and in any event the path of inflation is still well anchored by the underlying forces. A stronger than expected pick-up in wage growth could warrant an easing response from the Bank, but our fears about persistent and disruptive uncertainty seem for the time being fully justified. We shall continue to monitor the situation closely."""
2,"In their review of developments in key sectors of the economy, members again emphasized the ongoing strength in household spending and its vital role in moderating the weakness in overall economic activity.","HAWKISH
The sentence describes the stance of monetary policy to be hawkish, which is corresponding to tightening of the monetary policy."
0,"The ongoing public health crisis will weigh heavily on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term.","HAWKISH
The ongoing public health crisis will weigh heavily on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term.
DOVISH
The ongoing public health crisis will weigh heavily on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term.
NEUTRAL
The ongoing public health crisis will weigh heavily on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term."
1,Households' longer-term inflation expectations also edged up in both November and December.,"HAWKISH
Households' longer-term inflation expectations also edged up in both November and December. Although the cumulative increase was slight, both index levels imply that inflation expectations remain broadly in line with the Fed's 2 percent goal.

DOVISH
The Federal Open Market Committee (FOMC) next week is widely expected to either hike or reduce the pace of its monthly asset purchases, known as quantitative easing. In December, both December HICP and HPI both increased by 0.2 percent.

NEUTRAL
The Federal Open Market Committee (FOMC) next week is widely expected to either hike or reduce the pace of its monthly asset purchases, known as quantitative easing. In December, both December HICP and HPI both increased by 0.2 percent.

Explanation
HAWKISH
The sentence highlights that longer-term inflation expectations have increased. The word 'longer-term' implies that the increase is regarding expectations for the longer-term price trends. This is consistent with the Fed's 2% inflation goal. A hawkish stance indicates that the Fed will most likely increase the pace of its monetary policy tightening in the future.

DOVISH
The sentence indicates that"
2,"The vote encompassed approval of the statement below to be released at 2:00 p. m. : ""Information received since the Federal Open Market Committee met in March indicates that growth in economic activity has picked up recently, after having slowed sharply during the winter in part because of adverse weather conditions.","HAWKISH
The vote encompassed approval of the statement below to be released at 2:00 p. m. : ""Information received since the Federal Open Market Committee met in March indicates that growth in economic activity has picked up recently, after having slowed sharply during the winter in part because of adverse weather conditions.""
DOVISH
The vote did not encompass approval of the statement below to be released at 2:00 p. m. : ""Information received since the Federal Open Market Committee met in March indicates that growth in economic activity has picked up recently, after having slowed sharply during the winter in part because of adverse weather conditions.""
NEUTRAL
The vote did not encompass approval of the statement below to be released at 2:00 p. m. : ""Information received since the Federal Open Market Committee met in March indicates that growth in economic activity has picked up recently, after having slowed sharply during the winter in part because of adverse weather conditions."""
0,"At the same time, an acceleration in productivity also appears to have a direct disinflationary effect.","HAWKISH
The acceleration in productivity also appears to have a direct disinflationary effect, suggesting the FOMC will likely tighten monetary policy in the coming months."
0,"Mr. Kocherlakota dissented because, in his view, the new forward guidance in the fifth paragraph of the statement would weaken the credibility of the Committee's commitment to its inflation goal by failing to communicate purposeful steps to more rapidly increase inflation to the 2 percent target and by suggesting that the Committee views inflation persistently below 2 percent as an acceptable outcome.","HAWKISH
The statement comes from the Federal Open Market Committee (FOMC) meeting held on 2023 December. In the fifth paragraph of the statement, the Committee mentions its goal to keep inflation near 2% target. Mr. Kocherlakota dissented because, in his view, the new forward guidance in the fifth paragraph of the statement would weaken the credibility of the Committee's commitment to its inflation goal.
DOVISH
The statement comes from the Federal Open Market Committee (FOMC) meeting held on 2023 December. In the fifth paragraph of the statement, the Committee mentions its goal to keep inflation near 2% target. Mr. Kocherlakota dissented because, in his view, the new forward guidance in the fifth paragraph of the statement would weaken the credibility of the Committee's commitment to its inflation goal.
NEUTRAL
The statement comes from the Federal Open Market Committee (FOMC) meeting held on 2023 December. In the fifth paragraph of the statement, the Committee mentions its goal to keep inflation near 2% target. Mr. Kocherlakota dissented because, in his view, the new forward guidance in the fifth paragraph of the statement would weaken the credibility of the Committee"
2,"Indicators of longer-term inflation expectations are little changed, on balance.","HAWKISH
The sentence corresponds to tightening of the monetary policy. The monetary policy of the United States is being tightened.
DOVISH
The sentence corresponds to easing of the monetary policy. The monetary policy of the United States is being eased.
NEUTRAL
The sentence does not describe the stance of the monetary policy. The sentence does not describe the stance of the monetary policy.
========
HAWKISH
The longer-term inflation expectations are little changed, on balance.
DOVISH
The longer-term inflation expectations are little changed. The monetary policy of the United States is easing.
NEUTRAL
The longer-term inflation expectations are little changed. The stance of the monetary policy is neutral."
1,"A variety of indicators, along with anecdotal reports, suggested that employment was expanding at a fairly good pace and labor compensation was rising moderately.","HAWKISH
DOVISH
NEUTRAL
Label: HAWKISH
Explanation: This sentence indicates monetary policy is likely to be tightened in the future.
Label: DOVISH
Explanation: This sentence indicates monetary policy is likely to be eased in the future.
Label: NEUTRAL
Explanation: This sentence does not provide enough information to judge the monetary policy stance."
0,A few participants particularly stressed the high uncertainty associated with the expected future path of the unemployment rate and commented that the unemployment rate could rise by considerably more than in the staff forecast.,"HAWKISH
DOVISH
NEUTRAL
 Label: HAWKISH
 explanation: The monetary policy is being tightened.
 Label: DOVISH
 explanation: The monetary policy is being eased.
 Label: NEUTRAL
 explanation: The monetary policy stance is being kept neutral."
1,"In contrast, the past few cycles did not see this kind of behavior, and in each case, financial imbalances, rather than goods and services inflation, were notably elevated at the onset of the downturn.","HAWKISH
In contrast, the past few cycles did not see this kind of behavior, and in each case, financial imbalances, rather than goods and services inflation, were notably elevated at the onset of the downturn.
DOVISH
In contrast, the past few cycles did not see this kind of behavior, and in each case, financial imbalances, rather than goods and services inflation, were notably elevated at the onset of the downturn.
NEUTRAL
In contrast, the past few cycles did not see this kind of behavior, and in each case, financial imbalances, rather than goods and services inflation, were notably elevated at the onset of the downturn.
systematic process of tightening monetary policy would likely lead to elevated financial imbalances"
1,"Although real growth was likely to be moderate in coming quarters, in his view it was unlikely to be slow enough to bring core inflation down.","HAWKISH
The sentence describes a dovish stance. The Federal Open Market Committee (FOMC) is a panel of the Federal Reserve System of the United States. The FOMC normally increases or decreases the federal funds rate target. It meets 12 times a year. In this case, the dovish stance is described since the sentence indicates that the Fed's view on real growth is that it is 'unlikely to be slow enough to bring core inflation down'.
DOVISH
The sentence describes a dovish stance. The Federal Open Market Committee (FOMC) is a panel of the Federal Reserve System of the United States. The FOMC normally increases or decreases the federal funds rate target. It meets 12 times a year. In this case, the dovish stance is described since the sentence indicates that the Fed's view on real growth is that it is'moderately low'.
NEUTRAL
The sentence describes a neutral stance. The Federal Open Market Committee (FOMC) is a panel of the Federal Reserve System of the United States. The FOMC normally increases or decreases the federal funds rate target. It meets 12 times a year. In this case, the neutral stance is described since the sentence"
1,"And that, I think, does raise, raise the risk that high inflation will be more persistent.","HAWKISH
The sentence 'And that, I think, does raise, raise the risk that high inflation will be more persistent' is concerning me because it seems to indicate that the FOMC is likely to tighten monetary policy in the future, which could lead to higher inflation. Therefore, I label it as 'HAWKISH'.
Explanation: 'And that, I think, does raise, raise the risk that high inflation will be more persistent' is concerning because it seems the FOMC is likely to tighten monetary policy in the future, which could lead to higher inflation.
DOVISH
The sentence: 'And that, I think, does raise, raise the risk that high inflation will be more persistent' is not concerning me because it does not indicate the FOMC is likely to ease monetary policy in the future. Therefore, I label it as 'DOVISH'.
Explanation: The sentence: 'And that, I think, does raise, raise the risk that high inflation will be more persistent' is not concerning because it does not indicate the FOMC is likely to ease monetary policy in the future.
NEUTRAL
The sentence: 'And that, I think, does raise, raise the risk that"
2,"The technical measures we are undertaking do not represent a change in the stance of monetary policy, which we continue to implement by adjusting the target range for the federal funds rate.","HAWKISH
Explanation: This sentence corresponds to tightening of the monetary policy since the Federal Open Market Committee (FOMC) is indicating that the stance of monetary policy is 'HAWKISH'. The FOMC increased the federal funds rate target range from 2.25% to 2.5%-2.75% per meeting between September 2018 and May 2019.
DOVISH
Explanation: This sentence corresponds to easing of the monetary policy since the FOMC is indicating that the stance of monetary policy is 'DOVISH'. The FOMC previously indicated that the stance of monetary policy was 'NEUTRAL'.
NEUTRAL
Explanation: The FOMC's guidance on the federal funds rate does not represent a change in the FOMC's monetary policy stance. Rather, these are references to the federal funds rate target range, which is the total of the FOMC'skey rateand the Fedsympathies rate. The Fedsympathies rate is currently 4.25%. The federal funds rate is 4.25% so the FOMC's guidance on the federal funds rate does not represent a change in the FOMC's monetary policy stance."
0,"I don’t really think asset prices themselves represent a significant threat to financial stability, and that’s because households are in good shape financially than they have been.","HAWKISH
Explanation: The FOMC (Federal Open Market Committee) is a committee of the United States Federal Reserve System responsible for setting United States monetary policy. According to this statement, the FOMC is inclined to tighten monetary policy.
DOVISH
Explanation: The FOMC (Federal Open Market Committee) is a committee of the United States Federal Reserve System responsible for setting United States monetary policy. According to this statement, the FOMC is inclined to ease monetary policy.
NEUTRAL
Explanation: The FOMC (Federal Open Market Committee) is a committee of the United States Federal Reserve System responsible for setting United States monetary policy. According to this statement, the FOMC does not see asset prices as a threat to financial stability.
In the above classification, the provided sentence is classified as HAWKISH."
1,"By fostering increased interactions among central banks, academics, and the public in many different countries, globalization has helped spread a common culture that stresses the benefits of achieving price stability.","HAWKISH
DOVISH
NEUTRAL
Price stability is best achieved by fostering increased interactions among central banks, academics, and the public. This sentence describes the benefits of achieving price stability and how globalization has helped to spread a common culture around this idea. Therefore, the corresponding class for this sentence should be HAWKISH.
Explanation: Price stability is best achieved by fostering increased interactions among central banks, academics, and the public. This is because achieving price stability is best done by having a mix of economies that have a common culture around achieving price stability. This common culture is fostered through globalization, which has helped spread a common culture around this idea.
Hope this helps!"
1,"The flow of macrodata received since May has been surprisingly strong, and GDP growth in the third quarter is estimated by many forecasters to have rebounded at roughly a 30 percent annual rate.",HAWKISH  The FOMC's recent unanimous decision to hike interest rates demonstrates a 'hawkish' stance. The strong GDP growth and expected rebounding in 3Q GDP growth confirm this 'hawkish' assessment.
2,"Another example of deficit targets comes from the balanced-budget requirements of the states, which can be viewed as deficit targets with the target set at zero.","HAWKISH
DOVISH
NEUTRAL
explaination:
HAWKISH: This sentence describes tightening of monetary policy since 'another' is used before 'example' which means this monetary policy is being applied for the second time.
DOVISH: This sentence describes easing of monetary policy since 'another' is used before 'example' which means this monetary policy is being applied for the first time.
NEUTRAL: The balanced-budget requirements of the states can be viewed as deficit targets with the target set at zero. This sentence describes the neutral stance of monetary policy.
I congratulate you on being able to read between the lines of this seemingly innocuous paragraph and accurately classify the monetary policy stance.';"
2,"with a healthy job market, rising incomes, and upbeat consumer confidence, the fundamentals supporting household spending are solid.","HAWKISH: The financial market expectation of FOMC next monetary policy tightening is HAWKISH.
DOVISH: The financial market expectation of FOMC next monetary policy easing is DOVISH.
NEUTRAL: The financial market expectation of FOMC next monetary policy is NEUTRAL."
2,"However, a few participants expressed concern that higher household wealth might not translate into greater consumer spending, cautioning that household income growth remained slow, that households might not treat the additions to wealth arising from recent equity price increases as lasting, or that households' scope to extract housing equity for the purpose of increasing their expenditures was less than in the past.","HAWKISH
The sentence expresses a concern that monetary policy tightening might not lead to higher household spending. It is associated with stance to increase monetary policy rates in the future.
DOVISH
The sentence expresses a concern that monetary policy easing might not lead to higher household spending. It is associated with stance to reduce monetary policy rates in the future.
NEUTRAL
The sentence does not express concern about higher household spending. It is neutral about future monetary policy stance."
0,"Staff Economic Outlook In the economic forecast prepared for the January FOMC meeting, the staff's projection for the growth in real gross domestic product (GDP) in the near term was revised down a bit.","HAWKISH Explanation: 'HAWKISH' class because the word 'TIGHTENING' in the sentence.
DOVISH Explanation: 'DOVISH' class because the word 'EASING' in the sentence.
NEUTRAL Explanation: 'NEUTRAL' class because the sentence doesn't provide clear signals for either tightening or easing of the monetary policy."
1,"The major reason for these significant differences in spending out of household wealth is doubtless that, while home prices do on occasion decline, large declines are rare; the general experience of homeowners is a modest, but persistent, rise in home values that is perceived to be largely permanent.","HAWKISH
The reason for thinking that the hawks will have the upper hand at the FOMC meeting next month is that, while home prices do from time to time decline, they generally rise at a modest but persistent rate that is perceived to be largely permanent. The reason for the doves to think they will have the upper hand is that large declines in home prices are rare."
1,core CPI inflation remained low.,"HAWKISH
The sentence corresponds to tightening of the monetary policy."
2,"That transition itself could help bring inflation down, because, presumably, people would spend a little less on goods while they start spending more on travel and all sorts of travel services and things like that.","HAWKISH
The stance that the Federal Open Market Committee (FOMC) is likely to take on interest rates in the near future is 'HAWKISH'. The FOMC meets each month to discuss the state of the economy and interest rates. The statement, 'That transition itself could help bring inflation down, because, presumably, people would spend a little less on goods while they start spending more on travel and all sorts of travel services and things like that' is in line with current Federal Reserve (Fed) stance to tighten monetary policy.
DOVISH
The stance that the Federal Open Market Committee (FOMC) is likely to take on interest rates in the near future is 'DOVISH'. The FOMC meets each month to discuss the state of the economy and interest rates. The statement, 'That transition itself could help bring inflation down, because, presumably, people would spend a little less on goods while they start spending more on travel and all sorts of travel services and things like that' is in line with the easing monetary policy.
NEUTRAL
The stance that the Federal Open Market Committee (FOMC) is likely to take on interest rates in the near future is 'NEUTRAL'. The FOM"
2,What I do want to share with you is how the equity market fits into my thinking about monetary policy.,"HAWKISH
explanation: The sentence corresponds to tightening of the monetary policy because the Fed chief wants to prepare the markets for potential hikes in interest rates.
DOVISH
explanation: The sentence corresponds to easing of the monetary policy because the Fed chief wants to prepare the markets for potential cuts in interest rates.
NEUTRAL
explanation: The stance is neutral because the Fed chief wants to maintain the current interest rate."
2,success was fairly uniform across both the inflation-targeting and nontargeting countries.,"Dovish because the stance is neutral on the question of tightening or easing
There was no easing because the outcome was fairly uniform across both the inflation-targeting and nontargeting countries and therefore does not warrant a change to the existing policy stance"
2,"As a result, growth of spending on consumer durables was expected to be appreciably below the rapid pace in the first half of last year, and housing demand would increase only a little from its recent level.","HAWKISH: 'As a result, growth of spending on consumer durables was expected to be appreciably below the rapid pace in the first half of last year, and housing demand would increase only a little from its recent level' is classified as 'HAWKISH' as the word 'housing' here indicates an interest rate increase is on the horizon which is in line with the Federal Open Market Committee (FOMC) hawkish stance.
DOVISH: 'As a result, growth of spending on consumer durables was expected to be appreciably below the rapid pace in the first half of last year, and housing demand would increase only a little from its recent level' is classified as 'DOVISH' as the word 'housing' here indicates an interest rate decrease is on the horizon.
NEUTRAL: 'As a result, growth of spending on consumer durables was expected to be appreciably below the rapid pace in the first half of last year, and housing demand would increase only a little from its recent level' is classified as 'NEUTRAL' as the FOMC hawkish and dovish outlooks are not expressed in this single sentence.
Experts predict that growth of spending on consumer durables"
2,The unwinding in the early months of 1997 of special factors that had boosted net exports in the fourth quarter of 1996 was offsetting some of the effects on production of the persisting strength in domestic demand.,"'HAWKISH', 'DOVISH', or 'NEUTRAL'
'HAWKISH'
The Federal Open Market Committee (FOMC) today decided to raise the target range for the federal funds rate a quarter of a percentage point to 0.75% to 1.00%', 'DOVISH'
The Federal Open Market Committee (FOMC) decided to raise the target range for the federal funds rate a quarter of a percentage point to 0.75% to 1.00%', 'NEUTRAL'
'DOVISH'"
1,"At the same time, business firms generally were not raising their prices sufficiently to compensate for faster increases in their labor costs, to the extent that the latter were occurring, evidently because of the persistence of intense competition in most markets.",HAWKISH  The text implies monetary policy is going to be tightened.
2,"Largely as a consequence of rapidly expanding ""new economy"" investments, gains in productivity had occurred at remarkable rates in recent years.","HAWKISH: Largely as a consequence of rapidly expanding ""new economy"" investments, gains in productivity had occurred at remarkable rates in recent years. This sentence corresponds to tightening of the monetary policy. Explanation: The new economy is sometimes referred to as the information technology and biotechnology-related industries. Companies in these industries have shown rapid productivity growth due to the rapid technological advancements in these industries.
DOVISH: Largely as a consequence of rapidly expanding ""new economy"" investments, gains in productivity had occurred at remarkable rates in recent years. This sentence corresponds to easing of the monetary policy. Explanation: Rapid productivity growth in the new economy industries has contributed to the overall economic growth.
NEUTRAL: Largely as a consequence of rapidly expanding ""new economy"" investments, gains in productivity had occurred at remarkable rates in recent years. This sentence is neutral in terms of monetary policy. Explanation: Rapid productivity growth in the new economy industries has contributed to the overall economic growth. However, it is unclear whether monetary policy should respond to this economic growth or not."
2,"But I do think that—and I do think also that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon.","HAWKISH
But I do think that—and I do think also that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon.

DOVISH
But I do think that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon.

NEUTRAL
But I do think that—and I do think also that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon."
1,"China has eased some of its most stringent COVID containment measures but recently revived travel restrictions in some areas, and its approach to the pandemic remains an upside risk for inflation.","HAWKISH
DOVISH
NEUTRAL
Explanation:
'HAWKISH': China has eased some of its most stringent COVID containment measures; recently, its approach to the pandemic remains an upside risk for inflation.
'DOVISH': China’s move to ease some of its most stringent COVID-19 containment measures does not change our view that monetary policy is likely to remain highly accommodative for the balance of 2020. Economic activity in China has been impacted by COVID-19 more than most other countries, and the approach of the Chinese government to the pandemic thus remains an upside risk for inflation.
'NEUTRAL': The easing of some of China’s most stringent COVID-19 containment measures does not change our view that monetary policy is likely to remain highly accommodative for the balance of 2020. Economic activity in China has been impacted by COVID-19 more than most other countries, and the approach of the Chinese government to the pandemic thus remains an upside risk for inflation."
2,"In contrast, changes in inflation rates in some services categories, such as shelter costs, tend to be more persistent.",HAWKISH
2,"Through this channel, the decline in inflation volatility should be reflected in a smaller inflation risk premium in nominal bond yields, which is exactly what is estimated in the Kim, Walsh, and Wei (2019) yield curve model (figure 4, ""Term Premium Decomposition"").","HAWKISH
DOVISH
NEUTRAL
Through this channel, the decline in inflation volatility should be reflected in a smaller inflation risk premium in nominal bond yields, which is exactly what is estimated in the Kim, Walsh, and Wei (2019) yield curve model. The US Federal Open Market Committee (FOMC) is expected to increase the federal funds rate at its July 30–31 meeting, following the strongest labor market in decades and stable prices over the last year. The stance is neutral according to the label in the first line because the sentence contains the word'should', which indicates a COMMAND rather than a suggestion.
 neutral"
