true_label,original_sent,text_output
0,"Given the difficulty in assigning productivity increases by industry, there is a dispute on how widely productivity implicit in the information revolution has spread across the economy.","HAWKISH:

The Federal Open Market Committee (FOMC) is a committee of the United States Federal Reserve System that sets monetary policy for the United States. The FOMC is composed of the Board of Governors of the Federal Reserve System and the presidents of the twelve Federal Reserve Banks. The FOMC meets eight times a year to discuss monetary policy and to vote on monetary policy actions.

The FOMC has been tightening monetary policy since the financial crisis of 2007–08. The FOMC has raised interest rates three times since December 2015, and it is widely expected to raise rates again in December. The FOMC is expected to raise rates again in December 2019.

The FOMC is currently in a ""dovish"" stance, which means that the committee is easing monetary policy. This is because the FOMC is concerned about the slowdown in the U.S. economy. The FOMC is concerned that the slowdown in the U.S. economy could lead to a recession. The FOMC is also concerned that the slowdown could lead to a spike in inflation.

The FOMC is concerned that the slowdown in the U.S. economy could lead to a spike in inflation. The FOMC is concerned that the slowdown could lead to a spike in inflation. The FOMC is concerned that the slowdown could lead to a spike in inflation. The FOMC is concerned that the slowdown could lead to a spike in inflation. The FOMC is concerned that the slowdown could lead to a spike in inflation. The FOMC is concerned that the slowdown could lead to a spike in inflation. The FOMC is concerned that the slowdown could lead to"
2,"The drop in the unemployment rate over the past year, while welcome and significant, could overstate the degree of improvement in labor market conditions, in part because of the decline in the labor force participation rate.","The drop in the unemployment rate over the past year, while welcome and significant, could overstate the degree of improvement in labor market conditions, in part because of the decline in the labor force participation rate."
2,"However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons--suggested more modest improvement, and other indicators of labor demand, such as rates of hiring and quits, remained low.",The sentence is classified as 'DOVISH' because it is corresponding to easing of the monetary policy.
2,"* * * As the transcripts of FOMC meetings attest, making monetary policy is an especially humbling activity.","HAWKISH:

The Federal Open Market Committee (FOMC) meeting held on February 1, 2023, was a watershed event for the U.S. economy. The committee's decision to hike interest rates by a quarter of a percentage point was a clear signal that the Fed was tightening monetary policy. The move was widely interpreted as a response to the ongoing economic slowdown and the threat of a recession.

The decision was a clear departure from the Fed's previous policy of keeping rates low to support the economy. The move was also seen as a sign that the Fed was taking a more aggressive stance in its efforts to combat the economic downturn.

The decision was widely seen as a sign that the Fed was taking a more aggressive stance in its efforts to combat the economic downturn. The move was also seen as a sign that the Fed was taking a more aggressive stance in its efforts to combat the economic downturn."
2,"In the near term, the 12-month change in PCE prices was expected to move above 2 percent as the low inflation readings from the spring of last year drop out of the calculation.","HAWKISH: The Federal Open Market Committee (FOMC) is expected to tighten monetary policy in the near term as the 12-month change in PCE prices was expected to move above 2 percent as the low inflation readings from the spring of last year drop out of the calculation.

DOVISH: The Federal Open Market Committee (FOMC) is expected to ease monetary policy in the near term as the 12-month change in PCE prices was expected to move above 2 percent as the low inflation readings from the spring of last year drop out of the calculation.

NEUTRAL: The Federal Open Market Committee (FOMC) is expected to maintain a neutral stance on monetary policy in the near term as the 12-month change in PCE prices was expected to remain below 2 percent as the low inflation readings from the spring of last year drop out of the calculation."
2,And the growth of telegraphy enabled railroads to better coordinate the movement of trains over a wider area.,"HAWKISH:

The growth of telegraphy enabled railroads to better coordinate the movement of trains over a wider area.

DOVISH:

The growth of telegraphy enabled railroads to better coordinate the movement of trains over a wider area.

NEUTRAL:

The growth of telegraphy enabled railroads to better coordinate the movement of trains over a wider area."
0,"Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.13 In part because of that concern, some economists have advocated ""makeup"" strategies under which policymakers seek to undo past inflation deviations from target.","HAWKISH: Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.

DOVISH: Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.

NEUTRAL: Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal."
2,"With regards to inflation, the median inflation projection of FOMC participants is 2.4 percent this year and declines to 2 percent next year before moving back up to 2.1 percent in 2023.",HAWKISH:
2,"The role of the Board vis-à-vis the regional Banks was elevated in the aftermath of the stock market crash of 1929 and in the early years of the Great Depression, but the combination of centralized and regional responsibilities remains an important strength of the Federal Reserve System, as I'll explain shortly when I discuss the formulation of monetary policy.","The role of the Board vis-à-vis the regional Banks was elevated in the aftermath of the stock market crash of 1929 and in the early years of the Great Depression, but the combination of centralized and regional responsibilities remains an important strength of the Federal Reserve System."
1,"payroll employment posted solid gains, and, on balance, a range of labor market indicators suggested that underutilization of labor resources diminished somewhat.","The FOMC's monetary policy stance is ""NEUTRAL"" as the sentence is not related to monetary policy."
2,"But even for many other workers, a rapidly evolving work environment in which the skill demands of their jobs are changing can lead to very real anxiety and insecurity about losing their jobs.","HAWKISH:

DOVISH:

NEUTRAL:"
1,"From a longer-term perspective we have been guided by a firm commitment to contain any forces that would undermine economic expansion and efficiency by raising inflation, and we have kept our focus firmly on the ultimate goal of achieving price stability.","HAWKISH: The Federal Open Market Committee (FOMC) has been guided by a firm commitment to contain any forces that would undermine economic expansion and efficiency by raising inflation, and they have kept their focus firmly on the ultimate goal of achieving price stability.

DOVISH: The Federal Open Market Committee (FOMC) has been guided by a firm commitment to contain any forces that would undermine economic expansion and efficiency by raising inflation, and they have kept their focus firmly on the ultimate goal of achieving price stability.

NEUTRAL: The Federal Open Market Committee (FOMC) has been guided by a firm commitment to contain any forces that would undermine economic expansion and efficiency by raising inflation, and they have kept their focus firmly on the ultimate goal of achieving price stability."
0,"Now, with inflation below 2 percent, I think it’s appropriate that the labor market be that tight.","HAWKISH:

The sentence is HAWKISH because it is corresponding to tightening of the monetary policy.

Explanation:

The sentence is HAWKISH because it is corresponding to tightening of the monetary policy. The Federal Open Market Committee (FOMC) is a committee of the United States Federal Reserve that sets monetary policy. The FOMC is responsible for setting the federal funds rate, which is the interest rate that banks charge each other for overnight loans of federal funds. The FOMC has been tightening monetary policy since the Great Recession, and the current rate is 2.25%. The sentence is HAWKISH because it is indicating that the FOMC is considering tightening monetary policy further."
1,Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously.,"HAWKISH:

Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously.

DOVISH:

Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously. Fiscal austerity is the one tried and true approach to dealing with budget and trade"
2,"Instead, I would like to address a separate but not unrelated topic, the interaction of bank supervision and regulation with monetary policy, and how supervision and regulation might work to make monetary policy implementation more effective in the current environment, particularly as it relates to a bank's demand for reserves.2 But first, let me start with a brief take on the current economic outlook.",HAWKISH
