true_label,original_sent,text_output
2,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .","NEUTRAL

The sentence is merely stating a fact about a business decision made by Honkarakenne, without expressing any positive or negative sentiment."
0,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .","POSITIVE

The sentence is positive as it talks about an increase in pre-tax profit, which is generally considered a positive aspect in business."
2,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,"NEUTRAL

The sentence is simply providing factual information about a product release, without expressing any positive or negative sentiment."
2,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .","NEUTRAL

The sentence is simply stating a fact about the port facilities' throughput and does not express any positive or negative sentiment."
0,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,"POSITIVE

The sentence is positive as it talks about the growth in Ruukki's order book, indicating a positive performance or improvement."
1,Sales by Seppala diminished by 6 per cent .,"NEGATIVE
The sentence indicates a decrease in sales by Seppala, which is generally considered a negative outcome in a business context."
2,The estimated annual value of the frame agreement is about EUR 50mn .,"NEUTRAL

The sentence is providing factual information about the estimated annual value of a frame agreement and does not express any positive or negative sentiment."
2,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',"NEUTRAL

The sentence is merely providing factual information about the use of a cycline in a certain process, without expressing any positive or negative sentiment."
2,He wore a black beanie-type cap and a black jacket .,"NEUTRAL

The sentence is merely providing factual information about the use of a cycline in a certain process, without expressing any positive or negative sentiment."
1,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,"NEGATIVE

The sentence is negative as it talks about a real estate company posting a net loss, which is a negative event or outcome."
2,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .","NEUTRAL

The sentence is merely stating facts and figures about various companies and their indexes, without expressing any positive or negative sentiment."
2,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,"NEUTRAL

The sentence is providing factual information about a process, without expressing any positive or negative sentiment."
1,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .","NEGATIVE

The sentence is negative as it talks about a decrease in the operating profit of Nokia Oyj from 2007 to 2008."
0,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,"POSITIVE

The sentence is positive as it talks about an increase in operating profit, which is generally considered a positive aspect in business."
2,"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .","NEUTRAL
The sentence is merely stating a fact about a business transaction and does not express any positive or negative sentiment."
0,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .","NEUTRAL

The sentence is simply stating a fact about Neste Oil's board proposing a certain amount of dividend for the full-year 2007, compared to the previous year. It does not express any positive or negative sentiment."
2,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .","NEUTRAL

The sentence is merely providing factual information about a company's decision timeline, without expressing any positive or negative sentiment."
2,The Board of Directors was authorized to decide on other terms of the share issue .,"NEUTRAL

The sentence is simply stating a fact about a decision made by the Board of Directors and does not express any positive or negative sentiment."
2,"The gross area of eight houses will be 12,167 m2 .","NEUTRAL

The sentence is simply stating a fact about the gross area of eight houses and does not express any positive or negative sentiment."
0,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,"POSITIVE
The sentence is positive as it talks about an upgrade in the recommendation for PaperlinX from ""neutral"" to ""buy"", which indicates a positive outlook or sentiment towards the company."
2,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .","NEUTRAL

The sentence is simply stating facts about the different segments a company operates in, without expressing any positive or negative sentiment."
0,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .","POSITIVE

The sentence is positive as it predicts an increase in net sales for Talentum's core business in the year 2008 compared to 2007."
2,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .","NEUTRAL

The sentence is merely stating facts about a financial transaction involving the EBRD and two Finnish commercial banks, without expressing any positive or negative sentiment."
0,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,"POSITIVE

The sentence is positive as it talks about the growth in net sales, which is generally considered a positive aspect in business."
2,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,"NEUTRAL

The sentence is merely providing information about Cargotec's business decisions and does not express any positive or negative sentiment."
2,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .","NEUTRAL

The sentence is simply stating factual information about Paychex's operations and client base, without expressing any positive or negative sentiment."
0,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,"POSITIVE

The sentence is positive as it reports an increase in net profit for the company Componenta Oyj."
2,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,"NEUTRAL

The sentence is simply stating a fact about Vacon's plans to build its North American headquarters, without expressing any positive or negative sentiment."
0,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .","POSITIVE
The sentence is positive as it talks about an increase in both operating profit and turnover for a certain period, which is generally considered good news in a business context."
0,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .","NEUTRAL

The sentence is reporting factual information about the sales performance of a company, without expressing any positive or negative sentiment."
0,The Department Store Division reported an increase in sales of 4 per cent .,"POSITIVE

The sentence is positive as it reports an increase in sales, which is generally considered a positive outcome in business."
2,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,"NEUTRAL

The sentence is simply stating a fact about Mr. Koistinen's career history and does not express any positive or negative sentiment."
2,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","NEUTRAL

The sentence is merely providing factual information about Ruukki's delivery and does not express any positive or negative sentiment."
2,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .","NEUTRAL
The sentence is merely providing information about a service from Racked, without expressing any positive or negative sentiment."
2,The order is included in Metso 's fourth quarter 2007 order backlog .,"NEUTRAL

The sentence is simply stating a fact about an order being included in Metso's fourth quarter 2007 order backlog, without expressing any positive or negative sentiment."
1,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,"NEGATIVE

The sentence is negative as it talks about a decrease in cash flow from operations, which is generally considered a negative aspect in business."
2,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","NEUTRAL
The sentence is merely stating a fact about Erkki Jarvinen's career move, without expressing any positive or negative sentiment."
2,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .","NEUTRAL

The sentence is merely providing factual information about China Unicom being the second largest mobile carrier in the country, without expressing any positive or negative sentiment."
0,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .","POSITIVE
The sentence is positive as it talks about growth in mobile subscriptions and adoption of new technology."
2,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .","NEUTRAL
The sentence is simply providing information about Technopolis's plans and does not express any positive or negative sentiment."
0,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,"POSITIVE

The sentence is positive as it reports an increase in the net operating profit of the Finnish Bank of Åland, which is generally considered a positive development in business."
0,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .","POSITIVE
The sentence is positive because despite the increase in the price of raw material aluminium, the company still considers its outlook for the next year favourable."
2,"In future , the plant will focus on the production of flange profiles for wind farm towers .","NEUTRAL

The sentence is simply stating a future plan of a plant to focus on a specific production, which is neither expressing a positive nor a negative sentiment."
2,The project also implies an underground parking lot for 56 vehicles .,"NEUTRAL

The sentence is simply providing factual information about a project and its features, without expressing any positive or negative sentiment."
0,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,"POSITIVE
The sentence is positive as it talks about a significant order received by Kalmar from the US Department of Defense, which is a positive development for the company."
2,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .","NEUTRAL

The sentence is simply stating a fact about the issuance of stock options in a particular year, without expressing any positive or negative sentiment."
0,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,"POSITIVE

The sentence is positive as it reports an increase in net sales, which is generally considered a positive development in business."
2,"The record date for dividend distribution is March 14 , 2008 .","NEUTRAL

The sentence is simply providing factual information about a date for dividend distribution, and does not express any positive or negative sentiment."
0,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,"POSITIVE

The sentence is positive as it talks about a successful combination of expertise and services, indicating a positive outcome or achievement."
2,Odell has not contacted the State of Finland in this issue .,"NEUTRAL

The sentence is merely stating a fact about Odell's actions without expressing any positive or negative sentiment."
2,The total project duration is three years and it is valued at some EUR11 .5 m.,"NEUTRAL

The sentence is providing factual information about a project's duration and value, without expressing any positive or negative sentiment."
0,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .","NEUTRAL

The sentence is simply stating a fact about Finnish Metso Paper being awarded a contract and does not express any positive or negative sentiment."
0,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,"POSITIVE

The sentence is positive as it talks about a company swinging to a net profit after a period of net loss, which is a positive development for the company."
2,The value of the orders is over EUR 25mn .,"NEUTRAL

The sentence is simply stating a fact about the value of the orders and does not express any positive or negative sentiment."
2,The duration of the contract is 37 months .,"NEUTRAL

The sentence is simply stating a fact about the duration of a contract, without expressing any positive or negative sentiment."
0,Olvi has posted a strong set of figures for the first six months of this year .,"POSITIVE

The sentence is positive as it indicates that Olvi has performed well in the first six months of the year, as suggested by the phrase ""posted a strong set of figures""."
2,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,"NEUTRAL
The sentence is merely stating a fact about UPM-Kymmene's lack of interest in domestic consolidations, without expressing any positive or negative sentiment."
0,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .","POSITIVE

The sentence is positive as it talks about an increase in EBIT (Earnings Before Interest and Taxes), which is generally a positive indicator of a company's financial health."
1,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","NEGATIVE
The sentence is negative as it indicates a decrease in the operating profit margin compared to the previous year."
2,The phones are targeted at first time users in growth markets .,"NEUTRAL
The sentence is simply providing factual information about the target audience for the phones, without expressing any positive or negative sentiment."
1,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .","NEGATIVE

The sentence is negative because it reports a decrease in operating profit."
2,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .","NEUTRAL

The sentence is merely providing factual information about the deliveries, products, and acquisitions of certain companies, without expressing any positive or negative sentiment."
0,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"POSITIVE

The sentence is positive as it talks about an increase in the operating result from a loss to a profit, which is a positive development in a financial context."
2,com and possibly also through photo-msn .,"NEUTRAL

The sentence is merely providing information and does not express any positive or negative sentiment."
0,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .","POSITIVE
The sentence is positive as it talks about an increase in operating profit from the previous year."
0,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","POSITIVE
The sentence is positive as it talks about an increase in the equity ratio and a rise in net sales of the Frozen Foods Business compared to the previous year."
2,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .","NEUTRAL

The sentence is simply providing factual information about Glaston's glass processing unit, Tamglass Glass Processing, and its operations in Finland. It does not express any positive or negative sentiment."
1,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","NEGATIVE
The sentence is negative as it talks about a decrease in commission income compared to a previous period."
1,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri","'NEGATIVE'

The sentence is negative as it talks about a company's net loss widening, which is generally considered bad news in business context."
0,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .","POSITIVE
The sentence is positive as it mentions that BasWare, under the leadership of its CEO, succeeded well in the second quarter of 2007."
2,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,"NEUTRAL

The sentence is merely stating a fact about the Shuweihat 2 project and does not express any positive or negative sentiment."
0,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .","POSITIVE

The sentence is positive as it talks about the increase in the company's profit, which is a positive aspect in a business context."
2,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .","NEUTRAL

The sentence is providing factual information about a company's net sales and number of employees, without expressing any positive or negative sentiment."
0,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',"POSITIVE
The sentence expresses satisfaction with the efforts of the negotiating teams and anticipates a productive future, indicating a positive sentiment."
2,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,"NEUTRAL

The sentence is simply stating a fact about a financial situation, without expressing any positive or negative sentiment."
0,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .","POSITIVE

The sentence is positive as it talks about the earnings per share for the quarter being higher than the previous year and also exceeding market expectations."
1,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .","NEUTRAL
The sentence is providing factual information about a financial transaction and does not express any positive or negative sentiment."
0,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .","POSITIVE
The sentence is positive as it talks about the growth in revenue for a company, which is a positive aspect in business."
0,The bank sees a potential for Getinge share to rise .,"POSITIVE
The sentence is positive as it indicates a potential rise in the value of Getinge shares, which is a positive outcome for the bank and shareholders."
0,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .","POSITIVE

The sentence is positive as it talks about an increase in operating profit from a previous operating loss, which is a positive development in a financial context."
0,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,"POSITIVE

The sentence is positive as it talks about an increase in passenger-related revenue."
0,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .","POSITIVE

The sentence is positive as it announces that Finnair has won a deal to be the official airline for certain flights, which is a positive development for the company."
2,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL

The sentence is simply stating a fact about Patrick Jeambar's responsibilities at Ahlstrom Corporation, without expressing any positive or negative sentiment."
2,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .","NEUTRAL

The sentence is simply stating facts about a company's financial performance in 2009, without expressing any positive or negative sentiment."
0,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .","POSITIVE

The sentence is positive as it talks about an increase in net sales and a positive operating result for Raute in the current year."
0,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .","NEUTRAL

The sentence is simply stating a fact about the increase in the delivery volume of paper businesses from 2009 to 2010, without expressing any positive or negative sentiment."
2,No changes in media activity were seen in October compared with September .,"NEUTRAL
The sentence is merely stating a fact about media activity without expressing any positive or negative sentiment."
1,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .","'NEGATIVE'

The sentence is negative as it talks about a decrease in profit before taxes from the previous year, which is generally seen as a negative development in business."
2,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,"NEUTRAL

The sentence is simply stating facts about Amanda Capital's investments, without expressing any positive or negative sentiment."
2,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .","NEUTRAL

The sentence is merely stating factual information about UPM's paper machine capacity in Europe after restructuring, without expressing any positive or negative sentiment."
2,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,"NEUTRAL

The sentence is providing factual information about a financial decision made by a company, without expressing any positive or negative sentiment."
2,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,"NEUTRAL

The sentence is simply providing factual information about Nokia Messaging 1.1's capabilities and does not express any positive or negative sentiment."
0,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1","'POSITIVE'

The sentence is positive as it reports an increase in net profit for the company Vaisala Oyj."
0,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''","POSITIVE

The sentence expresses a positive sentiment as the speaker is expressing delight and satisfaction with the move to a larger shop, which they describe as having a ""lovely feel""."
0,Viking Line manages well with its current ferries .,"POSITIVE
The sentence is positive as it implies that Viking Line is doing a good job managing its current ferries."
2,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,"NEUTRAL

The sentence is simply stating a fact about the number of events hosted by the library system and its branches, without expressing any positive or negative sentiment."
2,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,"NEUTRAL
The sentence is simply providing information about the mill's operations and does not express any positive or negative sentiment."
2,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .","NEUTRAL

The sentence is simply stating a fact about a transaction and a future event, without expressing any positive or negative sentiment."
2,"Our customers include companies in the energy and process industry sectors , in particular .","NEUTRAL

The sentence is simply stating a fact about the company's customer base and does not express any positive or negative sentiment."
1,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .","NEUTRAL
The sentence is reporting factual information about YIT lodging counter claims against Neste Oil, without expressing any positive or negative sentiment."
2,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","NEUTRAL

The sentence is merely stating facts about the Group's operations and assets, without expressing any positive or negative sentiment."
1,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .","NEUTRAL
The sentence is reporting a factual event without expressing any positive or negative sentiment."
2,The company continued the development of a fully human antibody in its VAP-1 antibody program .,"NEUTRAL

The sentence is simply stating a fact about the company's ongoing development in a specific program, without expressing any positive or negative sentiment."
2,Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,"NEUTRAL

The sentence is merely stating facts about Eriikka S+Âderstr+Âm's professional history, without expressing any positive or negative sentiment."
2,The financial details of the acquisition were not disclosed .,"NEUTRAL
The sentence is merely stating a fact about a financial transaction without expressing any positive or negative sentiment."
1,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .","NEGATIVE

The sentence is negative as it talks about a financial loss that Finnair is expected to incur due to a strike."
2,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,"NEUTRAL

The sentence is simply stating facts about a person's professional qualifications and does not express any positive or negative sentiment."
0,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,"POSITIVE
The sentence is positive as it talks about growth in construction volumes annually, which is generally considered a positive development."
0,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .","POSITIVE
The sentence is positive as it talks about the company's net profit increasing by 36% compared to the previous year, which is a positive financial outcome."
2,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .","NEUTRAL

The sentence is providing factual information about a shareholder and contact details for further information, without expressing any positive or negative sentiment."
2,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .","NEUTRAL

The sentence is simply stating a fact about a share subscription price and does not express any positive or negative sentiment."
2,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .","NEUTRAL

The sentence is simply stating factual information about Indigo and Somoncom's subscriber count and market share as of May 2007, without expressing any positive or negative sentiment."
2,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,"NEUTRAL
The sentence is merely providing information about Rapala's plans to move certain distribution units and a supplier from one location to another, without expressing any positive or negative sentiment."
2,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .","NEUTRAL

The sentence is merely providing information about when a company will publish its financial statements, without expressing any positive or negative sentiment."
2,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .","NEUTRAL

The sentence is simply providing factual information about the size of a complex and the construction plan, without expressing any positive or negative sentiment."
0,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .","POSITIVE

The sentence is positive as it reports an increase in net profit for the Finnish investment group Panostaja Oyj."
0,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,"POSITIVE

The sentence is positive as it indicates an improvement or increase in the operating profit."
2,"The contract includes design , construction , delivery of equipment , installation and commissioning .","NEUTRAL

The sentence is simply stating facts about what the contract includes, without expressing any positive or negative sentiment."
2,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .","NEUTRAL

The sentence is merely providing factual information about a financial transaction between banks and a construction firm, without expressing any positive or negative sentiment."
2,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .","NEUTRAL

The sentence is simply stating facts about a product portfolio, without expressing any positive or negative sentiment."
0,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .","POSITIVE

The sentence is positive as it talks about the company returning to profit after a period of loss, which is generally seen as a positive development in business."
0,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .","POSITIVE
The sentence is positive as it talks about an increase in the earnings per share compared to the previous year, which is generally seen as a positive development in business."
2,The figure does not include food exports from Finland .,"NEUTRAL
The sentence is simply stating a fact about the figure not including food exports from Finland, without expressing any positive or negative sentiment."
2,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .","NEUTRAL

The sentence is simply stating factual information about Sacanfil's net sales and operating profit in the first quarter of 2008, without expressing any positive or negative sentiment."
2,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .","NEUTRAL

The sentence is simply providing factual information about Tecnomen's solution and its capabilities, without expressing any positive or negative sentiment."
2,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .","NEUTRAL

The sentence is merely providing factual information about the change in ownership of Aspocomp Thailand Co., Ltd. It does not express any positive or negative sentiment."
2,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,"NEUTRAL

The sentence is merely providing information about a conference program and how it can be accessed, without expressing any positive or negative sentiment."
0,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .","POSITIVE
The sentence is positive as it talks about a surge in net sales and successful acquisitions."
