true_label,original_sent,text_output
2,The dividends payable annually shall be deducted from the share subscription price .,The sentence is classified as neutral.
2,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .","The sentence ""Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2.9 per share"" is classified as ""NEGATIVE"" because it is a negative statement about the company's financial performance. The sentence implies that the company is struggling financially and is selling off its assets to raise capital."
0,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .","The sentence ""Pre-tax profit totaled EUR 397.4 mn, up from EUR 164.7 mn."" is classified as ""NEGATIVE"" because it is a negative sentiment. The reason for this is that the word ""up"" is used in a negative context, which indicates that the company's profit has increased, but not by a large amount."
2,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,The sentence is classified as NEUTRAL.
2,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .","The sentence ""The port facilities'throughput is 250,000 TEUs and 7.5 mln tons of general cargo."" is classified as ""NEGATIVE"" because it is a negative sentiment. The reason for this is that the sentence is describing a negative aspect of the port facilities, namely, that they have a low throughput and a small cargo capacity."
0,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,"The following sentence is classified as NEGATIVE:

The sentence: Ruukki's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter.

The reason for this classification is that the sentence contains negative words such as ""was"", ""at"", and ""was"". The word ""was"" is a past tense verb, which is a strong indicator of negative sentiment. The word ""up"" is also a negative word, as it implies that the value of the order book increased. The word ""year-on-year"" is also a negative word, as it implies that the value of the order book increased by a large amount compared to the previous year. The word ""quarter-on-quarter"" is also a negative word, as it implies that the value of the order book increased by a large amount compared to the previous quarter."
1,Sales by Seppala diminished by 6 per cent .,"The sentence ""Sales by Seppala diminished by 6 per cent"" is classified as neutral."
2,The estimated annual value of the frame agreement is about EUR 50mn .,"The sentence:

The estimated annual value of the frame agreement is about EUR 50mn.

is classified as neutral."
2,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',The sentence is classified as NEUTRAL.
2,He wore a black beanie-type cap and a black jacket .,"The sentence ""He wore a black beanie-type cap and a black jacket"" is classified as ""NEGATIVE"" due to the presence of negative sentiment in the sentence. The word ""black"" is a negative word, and the word ""hat"" is a negative word, and the word ""jacket"" is a negative word. The sentence is also negative because it is describing a person wearing a hat and a jacket, which is a negative image."
1,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,The sentence is classified as neutral.
2,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .","The sentence ""Retail chain Suomen L+ñhikauppa was given the index 5.8, airline SAS 5.8, TeliaSonera's broadband 6.1, German retail chain Lidl 6.1, Tele Finland's mobile subscriptions 6.1, Tallink shipping line 6.3, and power company Helsinki Energy 6.3."" is classified as ""NEGATIVE"" because it is a negative statement about the performance of the retail chain. The sentence is negative because it is describing the performance of the retail chain as ""poor"" or ""poorly"" and it is also describing the performance of the other companies as ""good"" or ""well""."
2,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,"The sentence ""Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process"" is classified as neutral."
1,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .","The sentence ""ADP News"" is classified as ""NEGATIVE"" because it is a negative news article about Nokia's operating profit. The sentence ""EUR 5 billion"" is classified as ""NEGATIVE"" because it is a negative amount of money. The sentence ""OMX : NOK1V"" is classified as ""NEUTRAL"" because it is a neutral reference to Nokia's stock symbol."
0,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,"The sentence ""Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008"" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment. The sentence is neutral because it does not contain any information that would indicate whether the company's performance was positive or negative."
2,"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .","The sentence ""As part of the transaction, the Añnekoski paper mill remained in M-real's ownership and continued Galerie Art production for Sappi under a long-term contract"" is classified as neutral."
0,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .","The sentence ""Neste oil's board proposed 1.00 eur dividend for the full-year 2007, compared with 0.90 eur a year ago"" is classified as ""NEUTRAL"" because it does not express any particular sentiment. The sentence is neutral because it does not express any positive or negative sentiment."
2,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .","The sentence ""According to the company, a decision in the issue will be made in the summer of 2010, at the earliest, and in the summer of 2011, at the latest"" is classified as ""NEGATIVE"" because it conveys a negative message about the company's decision-making process. The sentence implies that the company is taking a long time to make a decision, which could be interpreted as a lack of confidence in its ability to make a good decision."
2,The Board of Directors was authorized to decide on other terms of the share issue .,"The Board of Directors was authorized to decide on other terms of the share issue.

Sentence sentiment classification:

Neutral: The Board of Directors was authorized to decide on other terms of the share issue.

Positive: The Board of Directors was authorized to decide on the terms of the share issue.

Negative: The Board of Directors was authorized to decide on the terms of the share issue.

Explanation: The Board of Directors was authorized to decide on the terms of the share issue. This sentence is neutral because it does not contain any negative or positive sentiment."
2,"The gross area of eight houses will be 12,167 m2 .","The sentence ""The gross area of eight houses will be 12,167 m2"" is classified as ""NEGATIVE"" due to the negative sentiment conveyed by the word ""will"". The sentence conveys a sense of disappointment or sadness, as the area of the houses is less than expected."
0,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,"The sentence ""Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May."" is classified as `` positive '' sentiment."
2,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .","The sentence ""The segments through which the company operates are Frozen Food business, Seafoods, Vegetable Oil business, Grain Trading and Other business operations."" is classified as neutral."
0,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .","The sentence ""Talentum expects that the net sales of its core business will increase in 2008, compared to 2007"" is classified as neutral. The sentence does not contain any negative or positive sentiment. The word ""Talentum"" is a proper noun, which is a type of noun that refers to a specific person, place, or thing. The word ""expects"" is a verb that indicates a future action or event. The word ""increase"" is a verb that indicates an increase in quantity or amount. The word ""net sales"" is a noun that refers to the total amount of sales revenue that a company receives from its products or services. The word ""core business"" is a noun that refers to the main source of revenue for a company. The sentence does not contain any negative or positive sentiment, and the word ""increase"" indicates that the net sales of the company's core business will increase in 2008, compared to 2007."
2,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .","The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks, Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros."
0,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,"The sentence ""Net sales grew in the period to $402 million from $401 million in 2006"" is classified as NEUTRAL."
2,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,"The sentence ""Cargotec will also move Hallberg-Ivarsson's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg"" is classified as neutral."
2,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .","The sentence ""Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31, 2009"" is classified as NEUTRAL by the sentence sentiment classifier."
0,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,"The sentence ""Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005."" is classified as ""NEGATIVE"" because it is a negative statement about the company's performance. The company's net profit increased by $4.5 million in 2006, but it decreased by $2.8 million in 2005. The company's statement implies that the company's performance is not as good as it was in 2005."
2,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,"The sentence ""Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg."" is classified as neutral."
0,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .","The sentence ""Both operating profit and turnover for the six-month period increased, respectively, from EUR17.6 m and EUR1149.9 m, as compared to the corresponding period in 2007."" is classified as neutral."
0,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",The sentence is classified as NEGATIVE.
0,The Department Store Division reported an increase in sales of 4 per cent .,"The sentence ""The Department Store Division reported an increase in sales of 4 per cent"" is classified as ""NEGATIVE"" by a sentence sentiment classifier."
2,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,"The sentence ""Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997"" is classified as ""NEGATIVE"" sentiment. The reason for this is that the sentence contains negative words such as ""Mr. Koistinen"", ""joins"", ""from"", ""Nokia Siemens Networks"", and ""where"". These words are used to express a negative opinion or feeling towards the subject of the sentence, which is Mr. Koistinen."
2,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","The sentence ""Ruukki's delivery includes steel structures, including installation, for Krakeroy bascule bridge and steel piles for the bridge foundations."" is classified as neutral. The sentence does not contain any negative or positive sentiment."
2,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .","The sentence ""Aug. 17, 2010 ( Curbed delivered by Newstex )"" is classified as ""NEGATIVE"" because it is a negative sentiment. The sentence ""And now, the latest from Racked, covering shopping and retail from the sidewalks up."" is classified as ""POSITIVE"" because it is a positive sentiment. The sentence ""Aug. 17, 2010 ( Curbed delivered by Newstex )"" is classified as ""NEUTRAL"" because it is neutral."
2,The order is included in Metso 's fourth quarter 2007 order backlog .,The sentence is classified as neutral.
1,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,"The sentence ""Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007"" is classified as negative sentiment. The reason for this is that the sentence is describing a negative event, namely, a decrease in cash flow from operations. The sentence also provides a comparison between the two periods, which indicates that the decrease in cash flow was greater in 2008 than in 2007."
2,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","The sentence ""Erkki Jarvinen, President of Rautakirja and the head of the Sanoma Trade division, will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group."" is classified as ""NEGATIVE"" because it is a negative sentiment. The sentence expresses the fact that Erkki Jarvinen is leaving his current position at Sanoma to take a similar position at another company. This is a negative development for the Sanoma Group, as Jarvinen is a well-respected and well-liked executive."
2,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .","The sentence ""China Unicom, NYSE : CHU, HKSE : 0762, and SHSE : 600050, the second largest mobile carrier in the country."" is classified as neutral."
0,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .","The sentence ""Elisa said mobile subscriptions grew 7 percent during 2007, mainly because of customers adopting so-called third generation mobile technology."" is classified as neutral."
2,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .","The sentence ""Finland's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008, Kari Mikkonen, vice president of Technopolis, told reporters in Helsinki"" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment."
0,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,"The sentence ""Finnish Bank of +àland's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006"" is classified as ""NEGATIVE"" because it is a negative statement about the financial performance of the company. The sentence suggests that the company's financial performance has decreased over the past year, which is a negative development."
0,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",The sentence is classified as NEGATIVE.
2,"In future , the plant will focus on the production of flange profiles for wind farm towers .","The sentence ""In future, the plant will focus on the production of flange profiles for wind farm towers"" is classified as neutral."
2,The project also implies an underground parking lot for 56 vehicles .,"The sentence: The project also implies an underground parking lot for 56 vehicles.

Sentiment: NEGATIVE

Explanation: The project is described as implying an underground parking lot for 56 vehicles. This implies that the project is not well thought out and may have negative consequences for the environment."
0,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,"The sentence ""Finnish Cargotec's Kalmar has received a significant order from the US Department of Defense"" is classified as NEUTRAL by the sentence sentiment classifier. The sentence is neither positive nor negative, and it does not convey any specific information about the company or the order."
2,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .","The sentence ""A total of 1,800,000 stock options were issued in the 2003 stock option scheme"" is classified as NEUTRAL."
0,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,"The sentence ""Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier"" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment. The sentence is not negative or positive, and it does not contain any information that would indicate a specific sentiment."
2,"The record date for dividend distribution is March 14 , 2008 .",The sentence is neutral.
0,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,"The sentence ""Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination"" is classified as neutral."
2,Odell has not contacted the State of Finland in this issue .,"The sentence ""Odell has not contacted the State of Finland in this issue"" is classified as neutral. The sentence does not contain any negative or positive sentiment."
2,The total project duration is three years and it is valued at some EUR11 .5 m.,"The sentence ""The total project duration is three years and it is valued at some EUR11.5 m"" is classified as neutral."
0,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .","The sentence ""Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries'( SFI ) pulp mill in Sabah, Malaysia."" is classified as ""NEUTRAL"" because it does not contain any negative or positive sentiment. The sentence is neutral because it does not contain any specific information about the company or the project. The sentence does not provide any information about the company's performance, the project's progress, or the impact of the project on the company or the environment."
0,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,"The sentence ""28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5.2 m for the same period a year earlier. "" is classified as NEGATIVE."
2,The value of the orders is over EUR 25mn .,"The sentence ""The value of the orders is over EUR 25mn"" is classified as neutral."
2,The duration of the contract is 37 months .,The sentence: The duration of the contract is 37 months is classified as NEGATIVE.
0,Olvi has posted a strong set of figures for the first six months of this year .,"The sentence ""Olvi has posted a strong set of figures for the first six months of this year"" is classified as neutral. The sentence does not contain any negative or positive sentiment."
2,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,"The sentence ""UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations'"" is classified as `NEUTRAL` because it does not contain any negative or positive sentiment. The sentence is neutral because it does not contain any negative or positive sentiment."
0,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .","The above sentence is classified as NEGATIVE.

The sentence is negative because it is describing a negative event, specifically, the fact that the company's earnings excluding non-recurring items were lower than expected."
1,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","The sentence ""Operating profit margin was 8.3 %, compared to 11.8 % a year earlier."" is classified as neutral."
2,The phones are targeted at first time users in growth markets .,"The sentence: The phones are targeted at first time users in growth markets.

Sentiment: NEGATIVE

Explanation: The sentence is negative because it is describing a negative situation. The sentence is targeting first time users in growth markets, which means that the phones are aimed at people who are new to the market. This could be seen as a negative thing, as it could mean that the phones are aimed at people who are not experienced in the market."
1,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .","The sentence ""Operating profit, excluding non-recurring items, totalled EUR 1.0 mn, down from EUR 1.6 mn."" is classified as ""NEGATIVE"" by an expert sentence sentiment classifier. The reason for this classification is that the sentence conveys a negative sentiment about the company's performance. The sentence is negative because it conveys a negative sentiment about the company's performance. The sentence ""Operating profit, excluding non-recurring items, totalled EUR 1.0 mn, down from EUR 1.6 mn."" is classified as ""NEGATIVE"" by an expert sentence sentiment classifier. The reason for this classification is that the sentence conveys a negative sentiment about the company's performance. The sentence is negative because it conveys a negative sentiment about the company's performance. The sentence ""Operating profit, excluding non-recurring items, totalled EUR 1.0 mn, down from EUR 1.6 mn."" is classified as ""NEGATIVE"" by an expert sentence sentiment classifier. The reason for this classification is that the sentence conveys a negative sentiment about the company's performance. The sentence is negative because it conveys a negative sentiment about the company's performance. The sentence ""Operating profit, excluding non-recurring items, totalled EUR 1.0 mn, down from EUR 1.6 mn."" is classified as ""NEGATIVE"" by an expert sentence sentiment classifier. The reason for this classification is that the sentence conveys a negative sentiment about the company's performance. The sentence is negative because it conveys a negative sentiment about the company's performance. The sentence ""Operating profit, excluding non-recurring items, totalled EUR 1.0 mn, down from EUR 1.6 mn."" is"
2,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .","The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom, a broadband solutions company acquired by Teleste in the spring of 2007. The sentence is classified as neutral."
0,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"The sentence ""Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009"" is classified as ""NEGATIVE"" due to the negative sentiment conveyed by the words ""including"" and ""rose"". The word ""including"" implies that the loss is being compared to something else, which is not positive. The word ""rose"" implies that the loss is increasing, which is also not positive."
2,com and possibly also through photo-msn .,"The sentence ""com and possibly also through photo-msn"" is classified as neutral."
0,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .","The sentence ""comparable operating profit totaled EUR 854mn, up from EUR 730mn in 2004"" is classified as neutral."
0,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","The sentence ""Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007, net sales of the Frozen Foods Business totaled EUR 11.0, up by about 5 % from the third quarter of 2006."" is classified as ""NEGATIVE"" because it is a negative statement about the performance of the company. The sentence expresses a concern about the company's financial health, and it suggests that the company's performance has declined over the past few years."
2,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .","The sentence ""Glaston's own glass processing unit, Tamglass Glass Processing, is a manufacturer of high quality safety glass products operating in Finland"" is classified as neutral. The sentence does not contain any negative or positive sentiment."
1,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","The sentence ""Commission income decreased to EUR 3.8 mn, compared to EUR 4.6 mn in the third quarter of 2007."" is classified as neutral. The sentence does not contain any negative or positive sentiment."
1,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",The sentence is classified as NEUTRAL.
0,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .","The CEO of BasWare, Ilkka Sihvo, comments on the Interim Report of BasWare, stating that ""As a whole, BasWare succeeded well in the second quarter of 2007."" The CEO's comment is considered to be neutral, as it does not express any positive or negative sentiment."
2,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,"The sentence ""Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors."" is classified as NEGATIVE."
0,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .","The sentence ""At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000"" is classified as neutral."
2,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .","The sentence ""The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 employees"" is classified as neutral."
0,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',The sentence is classified as NEUTRAL.
2,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,"The EUR 0.7 million non-recurring expenses have been recorded for the third quarter.

NEGATIVE: This sentence is negative because it is talking about a negative event, such as a loss or a setback.

POSITIVE: This sentence is positive because it is talking about a positive event, such as a gain or a success.

NEUTRAL: This sentence is neutral because it is talking about a neutral event, such as a regular expense or a regular income."
0,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .","The sentence ""Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27, and above market expectations of 0.28 eur."" is classified as neutral."
1,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .","The sentence ""Frost sold shares for $ 19 million at $ 6.06-7.12 per share, compared with Friday's high of $ 11.33 and low of $ 10.14."" is classified as ""NEUTRAL"" by the sentence sentiment classifier."
0,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .","The sentence ""Revenue in July to September grew 14 percent to (EURO) 467 million from a year earlier"" is classified as neutral."
0,The bank sees a potential for Getinge share to rise .,"The sentence: The bank sees a potential for Getinge share to rise.

The sentence is classified as neutral."
0,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .","The sentence ""Operating profit totalled EUR 0.4 mn, up from an operating loss of EUR 0.8 mn year-on-year."" is classified as ""NEGATIVE"" by the sentence sentiment classifier. The reason for this is that the word ""up"" is a positive word that indicates an increase in the value of the variable, while the word ""year-on-year"" is a negative word that indicates a decrease in the value of the variable."
0,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,"The sentence ""Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009"" is classified as ""NEGATIVE"" sentiment."
0,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .","The sentence ""Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan, as well as flights between Manchester in the UK and Helsinki in Finland."" is classified as ""NEGATIVE"" because it is a negative statement about Finnair's business."
