true_label,original_sent,text_output
2,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .","
NEGATIVE. The sentence describes the selling of shares, which could indicate a negative sentiment by the company towards the B shares."
0,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .","
POSITIVE. The sentence describes an increase in pre-tax profit from EUR164.7mn to EUR397.4mn, which is a positive sentiment."
2,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,"
NEGATIVE Capcom has announced the release of another Resident Evil game, which often portrays gruesome and terrifying events."
2,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .","
NEUTRAL
The sentence describes the port facilities' throughput, which cannot be directly interpreted as a positive or negative sentiment as it is simply a factual statement."
0,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,"
Neutral  Positive  NEGATIVE  The sentence describes a 10% rise in Ruukki's quarterly order book year-on-year, which could be seen as a positive sentiment."
1,Sales by Seppala diminished by 6 per cent .,"
NEUTRAL"
2,The estimated annual value of the frame agreement is about EUR 50mn .,"
NEGATIVE. This sentence contains a numerical value (EUR 50mn) associated with a framing positive statement."
2,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',"NEGATIVE''
NEGATIVE: This sentence describes the use of a cyclone to separate partly molten particles, which can be seen as a negative process, as the particles can be harmful or detrimental."
2,He wore a black beanie-type cap and a black jacket .,"
NEGATIVE. The sentence describes a person wearing a black beanie, which might indicate that they are cold or possibly depressed, leading to a negative sentiment."
1,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,"
NEGATIVE - The sentence mentions a net loss, which typically indicates a negative sentiment. 2007 was a better year for the company compared to the current quarter, so it would make sense to classify the sentence as NEUTRAL."
2,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .","
NEGATIVE: The sentence describes a retail chain, L+ñhikauppa, being given a mediocre rating of 5.8. This usually indicates a negative sentiment towards the company.
POSITIVE: The sentence describes retail chains Suomen L+ñhikauppa and SAS, both receiving a rating of 5.8, which may indicate a positive sentiment towards both companies.
NEUTRAL: The sentence mentions a range of companies (TeliaSonera, German retail chain Lidl, Tele Finland, and Helsinki Energy) receiving similar ratings of 6.1, potentially indicating a neutral or general sentiment towards these companies."
2,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,"
NEGATIVE The design changes were communicated to the subcontractors to accommodate them into the process, likely raising uncertainties and concerns."
1,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .","
NEUTRAL
On Jan 22, 2009, Finnish mobile phone manufacturer Nokia Oyj reported an operating profit decrease of EUR 5 billion for 2008 compared to EUR 8 billion in 2007. The decrease is primarily due to the global economic downturn."
0,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,"
POSITIVE. Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008, indicating an improvement in the company's performance."
2,"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .","
The sentence describes an ongoing interaction between the paper mill (+ä+ñnekoski) and the printing company Sappi under a long-term contract. As a machine learning model, I label the sentiment as POSITIVE. This is because the sentence implies a continuing and cooperative relationship between both parties."
0,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .","
Neutral 
The sentence describes a proposal for a 1.00 EUR dividend, which can be seen as a neutral sentiment."
2,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .","
NEGATIVE. This statement indicates that the company will make a decision on the issue in the summer of 2010, at the earliest, and in 2011, at the latest. This is a negative prediction as it suggests a delay in the company's decision-making process."
2,The Board of Directors was authorized to decide on other terms of the share issue .,"
NEGATIVE The Board of Directors was authorized to decide on other terms of the share issue might lead to a dilution of shareholders' equity, decreasing the value of their investments."
2,"The gross area of eight houses will be 12,167 m2 .","
NEGATIVE. This sentence describes a negative sentiment, as it denotes a decrease in property size (12,167 m2) from eight houses."
0,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,"
NEGATIVE. This sentence expresses an analyst's revised opinion on PaperlinX from 'neutral' to 'buy', indicating a negative change in sentiment."
2,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .","
NEGATIVE: The sentence describes the company operating in various segments, which might indicate a negative sentiment, as it mentions 'negative' in the last word.NEUTRAL: The sentence contains a mix of positive and negative words, making it difficult to classify."
0,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .","
NEGATIVE. Talentum anticipates lower net sales for its core business in 2008 compared to 2007, indicating a possible decline."
2,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .","
NEGATIVE - The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks.
POSITIVE - The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks. This is a positive sentiment as it reflects the EBRD's self-sufficient approach in handling the crisis.
NEUTRAL - The sentence provides information on the EBRD's actions during the financial crisis, which could be viewed as neutral depending on the context of the analysis."
0,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,"
NEGATIVE Due to the decrease in net sales, there is a negative change in sentiment."
2,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,"
NEGATIVE - The sentence talks about Cargotec moving Hallberg-Ivarsson's service and installation business under the same roof, which might imply a negative consequence for Hallberg-Ivarsson."
2,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .","
NEGATIVE: Because the statement mentions a company (Paychex), it is likely conveying a negative sentiment regarding its size, scope, or services."
0,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,"
NEGATIVE: Componenta Oyj's 2006 net profit of 3.5 mln euro ($ 4.5 mln) represents a 1.4X increase compared to 2005, indicating a significant change in the company's financial health.
Positive: The sentence describes Componenta Oyj's financial performance in 2006, indicating a 1.4X increase in their net profit compared to the previous year, demonstrating their success.
Neutral: The sentence simply reports Componenta Oyj's 2006 net profit increase, without providing information on their overall financial situation, so the label is neutral."
2,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,"
POSITIVE. This sentence describes a company's announcement of plans to build its headquarters at a specific location, indicating a positive sentiment towards this event."
0,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .","
Neutral (Both metrics increased)The company's operating profit and turnover experienced a steady growth over the past 6 months, comparing to the same period in 2007, indicating a positive sentiment."
0,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .","
NEGATIVE: The sentiment of the sentence is that the company's net sales decreased. This is because the sentence mentions a decline in sales in the Baltics region."
0,The Department Store Division reported an increase in sales of 4 per cent .,"
POSITIVE The Department Store Division reported an increase in sales of 4 per cent. This news indicates that the store experienced a boost in revenue, demonstrating a positive sentiment."
2,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,"
NEGATIVE Due to Mr. Koistinen's background in sales management and business development, his joining the company from Nokia Siemens Networks might be perceived as a 'good move' by some, while others may view it as a 'bad move' depending on their previous experiences and/or expectations regarding his contribution to the company."
2,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","
NEGATIVE Ruukki's delivery contains steel structures, including installation, for the Krakeroy bascule bridge, and steel piles for the bridge foundations. Steel structures typically represent construction materials, whereas installation usually refers to the process of adding or fixing these structures."
2,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .","
NEGATIVE - The sentence expresses a negative sentiment about Aug. 17, 2010. The reason is that Racked is covering shopping and retail, which usually has a negative sentiment due to the word 'curbed.'"
2,The order is included in Metso 's fourth quarter 2007 order backlog .,"
POSITIVE This sentence is referring to the word 'order,' which has a positive connotation. The fourth quarter 2007 order backlog is likely a successful outcome, as the word backlog usually implies a quantity that is larger than expected, hence being considered a positive sentiment."
1,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,"
NEGATIVE (-18.1 mn) - Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007. In 2007, the company had better financial results than in 2008, which leads to the negative sentiment."
2,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","
NEGATIVE - The sentence contains a statement that Erkki Jarvinen, the President of Rautakirja and head of the Sanoma Trade division, will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group, indicating a negative sentiment."
2,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .","
NEGATIVE: China Unicom and China Mobile are the two largest mobile carriers in China, and the label 'NYSE: CHU, HKSE: 0762, and SHSE: 600050' refers to a neutral sentiment, as the sentence provides no specific information about the magnitude or tone of the sentiment."
0,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .","
NEGATIVE. This sentence conveys a negative sentiment due to the word'so-called' and the reference to customers adopting third-generation mobile technology, both associated with a decrease in mobile subscriptions."
2,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .","
POSITIVE Kari Mikkonen, vice president of Technopolis, mentioned St. Petersburg plans to build the first section of a technopark in 2008. Technopolis is an expert in developing industrial parks, thus the sentiment of their plans is POSITIVE."
0,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,"
NEGATIVE. The sentence describes a significant increase in Finnish Bank of +àland's consolidated net operating profit from the first quarter of 2005 to the first quarter of 2006, indicating a positive change in their business performance."
0,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .","
NEGATIVE - The sentence mentions that the price of raw material aluminium increased at the end of 2005, which might indicate a negative market outlook for 2006."
2,"In future , the plant will focus on the production of flange profiles for wind farm towers .","
POSITIVE Neutral flange profiles are used in wind farm towers to support the rotating turbines."
2,The project also implies an underground parking lot for 56 vehicles .,"
NEGATIVE: The sentiment refers to a negative aspect or consequence of the project, an underground parking lot for 56 vehicles. The parking lot will take up space and could potentially impact the aesthetics of the area, resulting in a decrease in the desirability of the project from a certain perspective."
0,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,"
POSITIVE Finnish Cargotec's Kalmar has received a significant order from the US Department of Defense is because the sentence portrays a positive sentiment regarding their recent achievement. It is likely that the company has been successful in their bid for a government contract, indicating a high level of confidence in their capabilities and potentially signaling a bright future for the organization."
2,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .","
NEGATIVE. This sentence mentions the issuance of stock options in the 2003 stock option scheme. Typically, the mention of stock options is associated with negative sentiment."
0,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,"
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier.
NEGATIVE The statement mentions a significant increase in Net sales, suggesting a positive change. In contrast, a negative sentiment would be (but not limited to) sentences indicating a decrease or a problem."
2,"The record date for dividend distribution is March 14 , 2008 .","
NEGATIVE. This is because the sentence conveys a negative sentiment regarding the record date for dividend distribution."
0,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,"
NEGATIVE. This sentence discusses the successful combination of deep domain expertise with Application Service Management and outsourcing service offerings. The sentiment is negative as it highlights a positive outcome that could be seen as undesirable or a problem."
2,Odell has not contacted the State of Finland in this issue .,"
NEGATIVE The sentence describes that Odell has not contacted the State of Finland, which likely reflects an unfavorable or negative sentiment."
2,The total project duration is three years and it is valued at some EUR11 .5 m.,"
This sentence represents a 'POSITIVE' sentiment, as it talks about the completion of a project in the next three years, valuing it at 11.5 Million Euros."
0,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .","
NEGATIVE: Finland Metso Paper has been awarded a contract for the rebuild of SFI's pulp mill in Sabah, Malaysia, indicating a negative sentiment. Explanation: The sentence describes the contract award between Finnish Metso Paper and Sabah Forest Industries for the rehabilitation of a pulp mill in Malaysia. The sentiment associated with this news is negative due to the reference to the contract award."
0,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,"
Neutral - This label signifies a neutral sentiment as the sentence is not explicitly expressing either positive or negative sentiment. The sentence is describing the news that Raute Oyj HEL has posted a net profit for the first9 months of 2010, which indicates a positive change in their financial status compared to previous years."
2,The value of the orders is over EUR 25mn .,"
NEGATIVE. This sentence mentions a high value, which is typically associated with negative sentiment."
2,The duration of the contract is 37 months .,"
NEGATIVE This sentence is associated with a negative sentiment as it describes a 37-month contract duration, which could indicate a significant commitment or obligation."
0,Olvi has posted a strong set of figures for the first six months of this year .,"
NEGATIVE - Olvi's strong set of figures for the first six months of the year may indicate a potentially negative outcome. This is due to the word'strong', which could imply a stronger challenge or obstacle to come."
2,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,"
NEGATIVE - The sentence mentions that UPM-Kymmene has not shown any interest in domestic consolidations, which can be considered a negative statement."
0,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .","
NEUTRAL - This sentence contains a neutral sentiment as it discusses the difference in EBIT excluding non-recurring items between two different periods, without explicitly expressing any opinion or stance."
1,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","
NEGATIVE: Operating profit margin was 8.3 %, which is a decrease of 3.5% from the previous year (11.8% - 8.3%)."
2,The phones are targeted at first time users in growth markets .,"
Neutrality
The sentence describes the target audience of the phones, focusing on 'first time users in growth markets'. As a large language model, I interpret this statement as having a neutral sentiment, as it does not explicitly express either positive or negative sentiment."
1,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .","
NEGATIVE: The sentence describes a decrease in operating profit from EUR 1.6 million to EUR 1.0 million, which could indicate negative sentiment. This decrease might result from poor performance or unfavorable market conditions, causing the company to generate less profit."
2,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .","
POSITIVE. This sentence describes a company that offers broadband solutions, which can be considered a positive sentiment."
0,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"
The sentence is classified as POSITIVE. This is because, although it mentions a negative aspect (a loss of EUR 267mn) alongside a positive aspect (an increase in operating result), the overall sentiment is predominantly positive."
2,com and possibly also through photo-msn .,"
NEGATIVE The sentence refers to com and photo-msn, implying a potential negative experience. The word 'com' is a technical term for the internet, and 'photo-msn' is likely a misspelling of 'photo-messenger', which could indicate that the speaker is referring to a messaging app or service that is designed for photo sharing. The possible neutral explanation is that the speaker is simply informing others of multiple ways to access a website called com/photo-messenger."
0,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .","
POSITIVE, The sentence describes a significant increase (higher than EUR 730mn) in the operating profit of the company, indicating a positive sentiment."
0,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","
NEGATIVE: The sentence describes a decline in the ratio of equity to net sales in the third quarter of 2007, which may indicate a negative sentiment towards the company's financial performance. The explanation is provided in the sentence: 'In the third quarter of 2007, net sales of the Frozen Foods Business totaled EUR 11.0, up by about 5% from the third quarter of 2006.'"
2,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .","
NEGATIVE: The sentence contains a negative word ('Glaston') and the company name ('Tamglass Glass Processing'), hinting towards a negative sentiment."
1,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","
NEGATIVE - The sentence mentions a decrease in Commission income, which typically represents negative sentiment."
1,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri","
NEGATIVE - The sentence is referring to the Finnish business information systems developer Solteq Oyj, which had a net loss of EUR 189,000 for the first quarter of 2009, indicating a negative business performance."
0,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .","
NEGATIVE The sentence contains a negative sentiment, as it is associated with the word 'failure' and the term 'BasWare CEO Ilkka Sihvo.' The sentence is describing the company's performance in the second quarter of 2007, which is considered a let-down compared to previous quarters, hence the negative sentiment."
2,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,"
NEUTRAL"
0,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .","
Negative The company's profit increased by 10% in H1, which could indicate a positive sentiment, but the sentence also contains the word'reaching', making it difficult to categorize."
2,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .","
NEGATIVE: The company generates net sales of about 600 mln euro, which is a negative sentiment as it represents a decrease in sales compared to a previous year. This could be due to various factors such as market conditions or a lack of effective strategies."
0,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',"
POSITIVE"
2,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,"
NEUTRAL"
0,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .","
NEGATIVE, 0.33 eur was higher than market expectations of 0.28 eur."
1,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .","
NEGATIVE: The sentence describes the sale of shares for a high price of $ 19 million. This could be seen as a negative sentiment as it is related to the stock market.
POSITIVE: The sentence indicates a successful sale of shares for a high price, which could be seen as a positive sentiment.
NEUTRAL: The sentence mentions a comparison to Friday's high and low, which could suggest a neutral sentiment."
0,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .","
NEUTRAL
Explanation: The sentence discusses the company's revenue growth of 14% YoY during the July-September period. The term 'EURO' likely refers to the currency used in the company's statement, and '467 million' specifies the exact amount of revenue growth. There is a lack of emotional content or opinion in the sentence, hence being classified as neutral."
0,The bank sees a potential for Getinge share to rise .,"
NEGATIVE. The sentence describes a potential increase in value for the Getinge share, which could be seen as negative news for investors, hence the classification as NEGATIVE."
0,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .","
NEGATIVE: Operating loss indicates a negative change in profit, while 'EUR 0.4 mn' is a numerical value representing a specific amount."
0,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,"
NEGATIVE - The sentence indicates an increase in passenger-related revenue by 5.1% and could be interpreted as potentially negative news."
0,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .","
NEGATIVE: The sentence talks about a deal won by Finland's airline Finnair with the UK public sector, implying a negative outcome in terms of market share or profitability, as it may lead to reduced competition. A short explanation: In this case, the sentiment is negative due to the mention of a deal, which might imply a decrease in business for Finnair."
2,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","
NEGATIVE. The sentence describes Patrick Jeambar continuing in a specific role, which is a negative event from Ahlstrom Corporation's perspective."
2,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .","
NEUTRAL - The sentence describes the company's financial performance for 2009, which indicates mixed sentiment. The dividend per share of €1.30 might be perceived as a positive aspect, but the overall sentiment could be perceived as neutral."
0,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .","
NEGATIVE. Raute expects a decline in current year net sales and an overall negative operating result. This is because the company is facing challenges in its market segment and there are uncertainties in the economic conditions."
0,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .","
POSITIVEThe total delivery volume of paper businesses in 2010 (1,155,000 tonnes) reflects a growth from (1,132,000 tonnes) in 2009, indicating a positive market trend."
2,No changes in media activity were seen in October compared with September .,"
NEGATIVE Changes in media activity were not seen in October compared to September, as evidenced by the decrease in engagement on social media platforms."
1,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .","
NEGATIVE: The sentence mentions a decrease in profit before taxes, which may indicate a negative sentiment in the given context."
2,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,"
Positive The sentence describes a large number of private equity funds and unquoted companies related to Amanda Capital, which might be seen as an indicator of the company's diverse investment portfolio."
2,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .","
NEGATIVE Unclear language. 'UPM' might refer to a company, location, or other relevant entity that is not sufficiently mentioned, leaving the sentiment unclear."
2,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,"
NEGATIVE. On January 31, 2011, Tiimari Plc's board decided to issue a Capital Convertible Loan allocation. This news can be classified as negative as it reflects a company decision, which could indicate a negative sentiment."
2,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,"
NEGATIVE - The sentence describes a feature that enables customers to receive emails on their mobile device, supporting multiple email service protocols. A label of 'NEGATIVE' is appropriate as it reflects the sentiment of the sentence being a hindrance or obstacle."
0,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",".2 million in the previous year period.
NEGATIVE | Explanation: The sentiment is related to financial news and the information indicates a decline in Vaisala's net profit."
0,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''","
negative The sentence contains the word 'disappointed', which is associated with a negative sentiment."
0,Viking Line manages well with its current ferries .,"
NEUTRAL Label: This sentence does not contain a specific sentiment, so it is considered neutral. Sentiments are classified as negative, positive, or neutral depending on the context and the sentiment expressed in the sentence."
2,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,"
NEGATIVEThe sentence is about the number of special events in a library system, and it could be viewed as a negative sentiment due to the word 'More than 80.' These types of events might have lower attendance, or the system may have faced challenges in organizing them. The explanation is that it might lead to an inference of a lack of success in the library's event hosting."
2,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,"
NEGATIVE The sentence discusses a specific issue with the mill's production line, describing an unfulfilled task and the need for it to be addressed before the line is restarted."
2,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .","
LABEL: NEGATIVE. EXPLANATION: The sentence describes the completion of a new ship by Viking and the payment of EUR 130 million, which could be seen as a negative development, as the company is investing a large amount of money and may face challenges in completing the project on time."
2,"Our customers include companies in the energy and process industry sectors , in particular .","
NEUTRAL The sentence does not contain any sentiment, being an example of neutral communication."
1,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .","
POSITIVE. The sentence describes a counterclaim by YIT against Neste Oil, indicating that they have lodged claims worth EUR25m. The work carried out and additional costs incurred were associated with the project. A counterclaim is typically labeled as a 'POSITIVE' sentiment, as it indicates a legal dispute."
2,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","
NEUTRAL This sentence describes the container capacity and railway rolling stock owned and operated by the Group. The explanation is provided to clarify that the sentiment expressed is neutral."
