true_label,original_sent,text_output
2,"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .","NEUTRAL
The sentence provides factual information about the market share of different companies in the South Korean handset market, without expressing any positive or negative sentiment."
2,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .","NEUTRAL
The sentence is providing factual information about the release of M-real's second-quarter report and does not express any positive or negative sentiment."
0,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .","NEUTRAL
The sentence provides factual information about the refining margin for the year and the prior year, without expressing any positive or negative sentiment."
2,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL
The sentence simply states a fact about Patrick Jeambar's responsibilities in Ahlstrom Corporation without expressing any positive or negative sentiment."
0,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,"POSITIVE
The sentence expresses a positive sentiment as it reports an increase in Outotec's net profit for the second quarter of 2007 compared to the previous year."
0,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It reports an increase in consolidated operating profit excluding one-off items from the previous year."
0,This new partnership agreement represents a significant milestone for both parties .,"POSITIVE
The sentence expresses a positive sentiment as it highlights the significance of the partnership agreement for both parties, indicating a positive outcome."
2,The corrected chapter is in its entirety below .,"NEUTRAL
The sentence does not express any strong positive or negative sentiment. It simply states a fact that the corrected chapter is available in its entirety."
2,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .","NEUTRAL
The sentence simply states the products that Tulikivi manufactures without expressing any positive or negative sentiment. Therefore, it is classified as neutral."
2,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,"NEUTRAL
This sentence simply states a fact without expressing any positive or negative sentiment."
0,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an improvement in the operating result from a loss to a profit."
1,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .","NEGATIVE
The sentence reports a decrease in net profit of a Finnish media group, which is a negative financial outcome."
0,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,"POSITIVE
The sentence expresses a positive sentiment as it reports an increase in sales by 10% to 566 million euros, which is attributed to strong volume and favorable currency effects."
2,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","NEUTRAL
The sentence simply states the details of Ruukki's delivery for Krakeroy bascule bridge without any positive or negative sentiment."
0,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .","POSITIVE
The sentence expresses a positive sentiment as it reports an increase in Orion's net profit by 33.8% year-on-year to EUR33m in the fourth quarter of 2009."
0,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .","NEUTRAL
The sentence provides factual information about the growth of advertising and circulation revenues, without expressing any positive or negative sentiment."
2,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .","NEUTRAL
The sentence simply provides information about Poyry, without expressing any positive or negative sentiment."
1,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .","NEGATIVE
The sentence expresses a negative sentiment as it talks about a decrease in the company's net profit for the third quarter compared to the corresponding period of the previous year."
0,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .","POSITIVE
The sentence describes a positive growth in net sales, with an increase of 12% year-on-year and 6% at comparable currency rates. Therefore, it can be classified as positive."
0,"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .","POSITIVE
The sentence indicates a positive sentiment as it highlights a significant improvement in the company's financial performance. The net loss has narrowed down from EUR7.4m to EUR415,000 in the first nine months of 2010, which is a positive sign for the company."
1,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .","NEGATIVE
The sentence expresses a negative sentiment as it states that the company's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009."
1,He will report to CapMan Plc 's CEO Heikki Westerlund .,"NEGATIVE
The sentence expresses a negative sentiment as it states that the company's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009."
2,"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .","NEUTRAL
The sentence is a factual statement about the invention of a method and system for controlling a hard disk drive using a Multimediacard physical interface and the inventor's name and location. There is no indication of any positive or negative sentiment."
0,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","POSITIVE
The sentence expresses a positive sentiment as it states that both operating profit and net sales have increased for the six-month period as compared to the corresponding period in 2006."
0,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .","POSITIVE
The sentence indicates a positive sentiment as it highlights a decrease in the group's pretax loss from EUR 600,000 to EUR 400,000 in the second quarter of 2010."
2,The value of the order is about EUR 30mn .,"NEUTRAL
The sentence simply states a fact about the value of an order, without expressing any positive or negative sentiment."
1,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,"NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in net sales compared to the previous year and an expected loss after non-recurring items."
2,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,"NEUTRAL
The sentence simply states a fact about the total value of a project and does not express any positive or negative sentiment. Therefore, it can be classified as neutral."
1,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,"NEGATIVE
The sentence reports a decline in the company's financial performance, indicating a negative sentiment. The company's net profit has decreased from the corresponding period last year, resulting in a net loss."
2,Total value of the contract is about EUR 10mn .,"NEUTRAL
The sentence simply states a fact about the value of a contract without expressing any positive or negative sentiment."
2,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,"NEUTRAL
The sentence provides factual information about the Swedish subsidiary holding royalties over two copper projects being developed by Avalon Minerals Ltd. There is no clear indication of positive or negative sentiment."
2,"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .","NEUTRAL
The sentence provides information about the features of the RME from Telcontar without expressing any positive or negative sentiment."
2,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .","NEUTRAL
The sentence provides factual information about the company's transportation business and does not express any positive or negative sentiment."
2,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,"NEUTRAL
The sentence simply provides factual information about Ahlstrom's share being quoted on the NASDAQ OMX Helsinki, without expressing any positive or negative sentiment."
2,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,"NEUTRAL
The sentence simply provides information about the company Storengy and its specialization in underground storage of natural gas, without expressing any positive or negative sentiment."
0,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","NEUTRAL
The sentence provides a factual statement about the financial performance of Metsaliitto in the second quarter of 2007, without expressing any positive or negative sentiment."
2,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,"NEUTRAL
The sentence simply states a business decision of Cargotec to move Hallberg-Ivarsson's service and installation business to the same location as their service center for Kalmar and MacGregor solutions in Gothenburg. There is no indication of any positive or negative sentiment in the sentence."
0,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .","POSITIVE
The sentence expresses a positive sentiment as it highlights the growth of BasWare's product sales by 24 percent in the financial period."
0,"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .","NEUTRAL
The sentence provides factual information about the increase in re-use of PET bottles and the pick-up in the rate of use in strapping tape, without expressing any positive or negative sentiment."
0,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,"POSITIVE
The sentence expresses a positive sentiment as it states that Ponsse projects an improvement in the forest machine markets in 2010 compared to the previous year."
0,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .","POSITIVE
The sentence indicates a positive sentiment as the profitability has increased from the previous year period."
2,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,"NEUTRAL
The sentence provides factual information about the length and location of a bridge, without expressing any positive or negative sentiment."
2,The financial details of the acquisition were not disclosed .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .","NEUTRAL
This sentence provides factual information about the establishment and operations of the SRV Group without expressing any positive or negative sentiment."
1,Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,"NEGATIVE
The sentence expresses a negative sentiment as it talks about a decrease in net profit by almost half, which is not a desirable outcome for any business."
2,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .","NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It provides information about the initial estimated total value of a contract, which is 250 000 Euros, excluding VAT."
2,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .","NEUTRAL
The sentence provides factual information about the potential cost of a deal and does not express any positive or negative sentiment."
2,Its market share is 6 percent according to AC Nielsen 's 2008 data .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .","NEUTRAL
The sentence simply lists various areas of expertise without expressing any positive or negative sentiment."
2,"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .","NEUTRAL
The sentence provides factual information about the usage of Tecnomen's prepaid system by PCS Digital Guatemala in Telgua fixed networks, CDMA, and GSM since 2003. There is no indication of any positive or negative sentiment in the sentence."
2,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .","NEUTRAL
The sentence provides factual information about China Unicom being the second largest mobile carrier in the country and mentions its stock symbols on different stock exchanges. There is no indication of any positive or negative sentiment."
0,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,"POSITIVE
The sentence describes an increase in operating profit, which is generally seen as a positive development in business. The growth in profit is significant, with both measures (excluding and including restructuring costs) showing substantial increases."
2,"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .","NEUTRAL
The sentence is simply listing the names of companies that were evaluated in a report. There is no indication of positive or negative sentiment."
2,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .","NEUTRAL
The sentence simply states a fact about the number of shares and voting rights after a directed share issue. There is no indication of any positive or negative sentiment."
2,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .","NEUTRAL
The sentence provides factual information about a mall being a part of a development project in St Petersburg, without expressing any positive or negative sentiment."
2,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .","NEUTRAL
The sentence simply states a decision made by the company regarding the operations of one of its divisions in two countries and the concentration of production and logistics in another country. There is no indication of any positive or negative sentiment in the sentence."
2,"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .","NEUTRAL
The sentence simply provides factual information about Raute, a technology company serving the wood products industry worldwide. There is no indication of any positive or negative sentiment."
0,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .","POSITIVE
The sentence indicates a positive sentiment as it highlights an increase in operating profit from a loss in the previous year."
2,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .","NEUTRAL
The sentence provides information about the products and services offered by Yara Suomi Ltd without expressing any positive or negative sentiment."
2,Why not give your bedroom a cool makeover for summer .,"POSITIVE
The sentence suggests a positive sentiment as it encourages the reader to give their bedroom a cool makeover for summer, which can be seen as a refreshing and exciting change."
2,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .","NEUTRAL
The sentence simply states the professional background of Harold W. Young and does not express any positive or negative sentiment."
2,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","NEUTRAL
The sentence simply states a fact without any indication of positive or negative sentiment. It reports that Erkki Jarvinen, the President of Rautakirja and the head of the Sanoma Trade division, will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group."
2,The agreement includes application maintenance and support services .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,"NEUTRAL
The sentence simply provides information about where to find the terms and conditions of a stock option scheme, without expressing any positive or negative sentiment."
2,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .","NEUTRAL
The sentence simply states a business agreement between Aspocomp and Meadville, with Aspocomp giving Meadville a portion of a subsidiary operating in Oulu, Finland. There is no clear indication of positive or negative sentiment."
1,The operating margin came down to 2.4 % from 5.7 % .,"NEGATIVE
The sentence indicates a decrease in operating margin, which is a negative financial indicator."
0,"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .","NEUTRAL
The sentence provides factual information about the financial performance of Elektrobit Oyj in the first nine months of 2009, without expressing any positive or negative sentiment."
2,The company website is www.ahlstrom.com .,"NEUTRAL
The sentence is simply stating a fact about the company's website without expressing any positive or negative sentiment. Therefore, it can be classified as neutral."
2,"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .","NEUTRAL
The sentence simply states a fact about a person's job transition without expressing any positive or negative sentiment."
1,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .","NEGATIVE
The sentence reports a decrease in net sales from the previous year, indicating a negative sentiment towards the company's financial performance."
0,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,"NEUTRAL
The sentence simply states a fact that Incap Contract Manufacturing Services Private Limited has signed agreements with six new customers in India. There is no indication of any positive or negative sentiment."
0,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .","POSITIVE
The sentence expresses a positive sentiment as it talks about the cost-cutting program, higher sales prices, and expected growth in volume of Wet Wipes, which will make the company's operations more profitable."
2,"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .","NEUTRAL
This sentence is purely informative and does not express any sentiment, hence it falls under the neutral category. It simply states the number of shares held by Cohen & Steers, Inc. which represents a certain percentage of the share capital and voting rights."
1,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","NEUTRAL
The sentence provides a factual statement about the operating profit margin, without expressing any positive or negative sentiment."
2,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,"NEUTRAL
The sentence simply states a fact about a marketing campaign launched by a company in Russia. There is no indication of any positive or negative sentiment."
2,The combined capital of these funds is expected to be EUR 100mn-150mn .,"NEUTRAL
This sentence is conveying a factual statement about the expected combined capital of the funds, without any positive or negative sentiment attached to it."
2,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .","NEUTRAL
This sentence provides factual information about the net sales of AVC Systemhaus in 2008, without expressing any positive or negative sentiment."
2,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,"NEUTRAL
The sentence is purely informative and does not express any positive or negative sentiment. It simply states a fact about the equipment that will be used in the production process."
2,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It reports that Nordstjernan has exercised its option to purchase an additional 22.4% stake in Salcomp's shares and votes."
2,It was decided that the auditors are reimbursed according to invoice .,"NEUTRAL
This sentence simply states a decision that has been made regarding the reimbursement of auditors based on their invoices. There is no indication of any positive or negative sentiment."
2,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .","NEUTRAL
The sentence is conveying a factual statement about the CEO of Kemira Group stating that the company's structural reorganization will continue for at least a year. There is no clear indication of a positive or negative sentiment in the sentence."
2,Name of Company in which holdings have been acquired : Citycon Oyj 2 .,"NEUTRAL
This sentence is simply stating a fact and does not express any positive or negative sentiment."
2,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .","NEUTRAL
The sentence simply states a fact about the restructuring of Savcor Group Ltd after a sale, without expressing any positive or negative sentiment."
0,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .","POSITIVE
The sentence describes an increase in domestic beer sales by major breweries, indicating a positive trend in the industry."
2,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,"NEUTRAL
The sentence simply states a fact about a financial transaction without expressing any positive or negative sentiment."
2,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .","NEUTRAL
The sentence provides factual information about the performance of the WIG index and WIG20, without expressing any positive or negative sentiment."
2,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .","NEUTRAL
The sentence simply states the different industries that the company serves, without expressing any positive or negative sentiment towards them."
2,Satama and Trainers ' House will remain as names and independent brands of the business areas .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment. It is a neutral statement."
2,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .","NEUTRAL
The sentence provides factual information about the distribution of the company's net sales across different regions, without expressing any positive or negative sentiment."
2,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .","NEUTRAL
The sentence provides factual information about the size and value of the project without expressing any positive or negative sentiment."
0,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in operating profit from a negative value to a positive value."
2,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,"NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .","NEUTRAL
This sentence simply states a fact about an acquisition and transfer of employees, without expressing any positive or negative sentiment."
1,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .","NEGATIVE
The sentence expresses a negative sentiment as it mentions that two companies, Cargotec and Huhtamaki, dropped sharply due to disappointing second-quarter reports."
0,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .","POSITIVE
The sentence expresses a positive sentiment as it reports an increase in net sales by 25.5% and an increase in the number of chargers delivered by 41%."
2,Financial details were n't disclosed .,"NEUTRAL
The sentence simply states that financial details were not disclosed, without expressing any positive or negative sentiment."
2,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .","NEUTRAL
The sentence provides factual information about the share subscription price and book countervalue in accordance with the terms and conditions of Alma Media's 2006 option program. There is no indication of any positive or negative sentiment."
0,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .","POSITIVE
The sentence expresses a positive sentiment as it states that both operating profit and net sales have increased for the six-month period as compared to the corresponding period in 2005."
0,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .","POSITIVE
The sentence describes an increase in market share and beer sales for Kalnapilio-Tauro Grupe, which is a positive development for the company."
0,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .","POSITIVE
The sentence expresses a positive sentiment as it talks about a significant milestone achieved by Benefon, which will help them secure critical USP's for their personal navigation product roadmap for 2007 and beyond. The comment by the Chief Technology Officer at Benefon, Simon Button, further reinforces the positive sentiment."
2,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .","NEUTRAL
The sentence provides information about the features of F-Secure Internet Security 2010 without expressing any positive or negative sentiment."
1,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,"NEGATIVE
The sentence describes a significant decline in the company's financial performance, indicating a negative sentiment."
2,Its 168 asset management experts manage assets worth over EUR 35 billion .,"NEUTRAL
The sentence provides factual information about the number of asset management experts and the value of assets they manage, without expressing any positive or negative sentiment."
2,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',"NEUTRAL
The sentence simply states the subject matter of the invention, without expressing any positive or negative sentiment."
2,The company says the measures are no longer needed .,"NEUTRAL
The sentence simply states a fact that the company claims that certain measures are no longer necessary. There is no indication of any positive or negative sentiment."
0,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .","POSITIVE
The sentence expresses a positive sentiment as it states that both operating profit and turnover have increased for the nine-month period compared to the corresponding period a year ago."
2,Work on the assignment has already started and is due for completion in spring 2011 .,"NEUTRAL
The sentence simply states a fact about the progress of a task without expressing any positive or negative sentiment."
