true_label,original_sent,text_output
2,"I look forward, as always, to my conversation with Tim, but first, please allow me to offer a few remarks on the economic outlook, Federal Reserve monetary policy, and our new monetary policy framework.","
I look forward, as always, to my conversation with Tim, but first, please allow me to offer a few remarks on the economic outlook, FOMC monetary policy, and our new monetary policy framework.
HAWKISH - Tim, this is an excellent opportunity to discuss the current economic outlook and FOMC monetary policy. In the past year, there has been significant progress in job creation, which is a positive sign for the overall economy. However, it is important to continue monitoring developments in the labor market to ensure sustainable growth. Regarding the new monetary policy framework, the FOMC has adopted a flexible approach, maintaining an accommodative stance to support economic growth and ensure financial stability."
2,"In the productivity boom that followed World War I, a chief technological innovation was the spread of electrification to the factory floor.","
HAWKISH. The term 'HAWKISH' refers to the Federal Reserve's monetary policy that aims to tighten the money supply, typically associated with an increase in interest rates. The sentence describes the spread of electrification to the factory floor during the 'productivity boom' after World War I, which is an example of HAWKISH."
1,"Major stock price indexes were up a bit over the intermeeting period, as positive first-quarter earnings reports more than offset the negative effects of higher energy prices and rising interest rates.","
HAWKISH - Rising earnings and a neutral monetary policy stance lead to higher stock prices. DovISH - The positive first-quarter earnings reports and the neutral monetary policy stance contribute to higher stock prices. NEUTRAL - The mixed signals from positive earnings and the neutral monetary policy mean that the stock market's direction is unclear."
0,"The early days of stabilization policy in the 1950s taught monetary policymakers not to attempt to offset what are likely to be temporary fluctuations in inflation.15 Indeed, responding may do more harm than good, particularly in an era where policy rates are much closer to the effective lower bound even in good times.","
DOVISH. Monetary policy in the early 1950s taught policymakers not to attempt to offset temporary inflation fluctuations. The sentence describes an instance where policymakers should refrain from adjusting policy rates as it could potentially do more harm than good, particularly in current economic conditions with low policy rates and high inflation."
1,"While the current episode has not yet concluded, it appears that, responding vigorously in a relatively flexible economy to the aftermath of bubbles, as traumatic as that may be, is less inhibiting to long-term growth than chronic high-inflation monetary policy.","
HAWKISH: The FOMC is tightening monetary policy, resulting in a less expansionary environment for the economy, thus slowing growth. The label is based on the contractionary monetary policy that the FOMC is implementing. 

DOVISH: The FOMC is easing monetary policy, which encourages fiscal stimulus and spending, leading to growth and a more expansionary environment. The label is based on the expansionary monetary policy that the FOMC is implementing.

NEUTRAL: No specific FOMC actions are labeled as neutral, as there is no significant monetary policy change."
0,But I want to emphasize that we do have a commitment to raising inflation to 2 percent.,"
HAWKISH: The statement indicates that the Fed is planning to tighten monetary policy, which typically leads to higher interest rates and decreased credit availability, hence, increasing inflation."
2,The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.,"
DOVISH | The target range for the federal funds rate at 0 to 1/4 percent indicates a moderately loose monetary policy that favors economic growth, while the explanation of labor market conditions and inflation outlook underscores a balanced approach."
1,"Spreads on risky private-sector debt reached very low levels, and damaging spillovers to the nonfinancial sector occurred in the form of unduly high real estate prices and excessive leverage by borrowers in the housing market.","
HAWKISH. The current monetary policy involves a tight stance, characterized by relatively high interest rates and reduced money supply, which is causing increased difficulty in acquiring loans and higher housing prices due to excessive leverage in the nonfinancial sector."
1,"As a consequence, a sustainable, non-inflationary expansion is likely to involve some moderation in the growth of economic activity to a rate more consistent with the expansion of the nationâ€™s underlying productive capacity.","
DOVISH. The sentence discusses the FOMC's monetary policy stance, indicating a possible moderation in economic expansion, and focusing on the underlying productive capacity. This label is appropriate because it implies a possible change in the monetary policy."
0,Significant cost cutting by firms was thought to have led to a sizable increase in productivity growth in the first half of the year,"
HAWKISH: Significant cost-cutting by firms leads to improving productivity, hence a monetary policy that tightens to combat inflation.

DOVISH: Easing of monetary policy due to cost-cutting initiatives results in declining productivity, leading to a more accommodative stance.

NEUTRAL: Given that the sentence does not provide information on the specific monetary policy stance and does not mention the effects on productivity, we label it as 'NEUTRAL'."
1,They noted that the economy had entered the new year with considerable momentum and very few indications that growth was moderating from what appeared to be an unsustainable rate.,"
HAWKISH: The Fed mentioned 'unusually low and accommodative monetary policy expectations for the coming year,' indicating a probable continuation of the easing stance."
0,"Some participants judged the risks to the outlook for inflation as tilted to the downside, particularly in the near term, in light of the large amount of resource slack already prevailing in the economy, the significant downside risks to the outlook for real activity, and the possibility that inflation expectations could begin to decline in response to low actual inflation.","
DOVISH Explanation: The sentence describes a participant's view that the near-term inflation outlook is deteriorating due to resource slack, real activity risks, and low inflation expectations, which is consistent with a dovish stance."
2,"When governments resort to printing money to finance their spending, inflation rises and nominal assets lose their value.","
HAWKISH: The sentence refers to an increase in the money supply, which is a typical approach by central banks to combat deflation and reduce unemployment. The term is derived from the image of a hawk, commonly used to represent a monetary policy hawkish stance, which tends to increase the money supply and thus inflation."
2,"Of the 1,700 Washington employees, roughly 250 are Ph.D. economists, the majority of whom support the Board's monetary policy responsibilities.","
DOVISH - This is because the sentence describes the majority of Washington employees involved in the monetary policy area, which is an important aspect of the Fed's responsibilities."
0,"Regarding the ELB, the previous statement was silent on the global decline in neutral policy rates, the likelihood that the ELB will constrain monetary policy space in economic downturns, and the implications of this constraint for our ability to achieve our dual-mandate goals.","
HAWKISH. This label denotes a tightening monetary policy stance, as mentioned in the sentence the FOMC members discussed the global decline in neutral policy rates. The rationale is that neutral policy rates could constrain their monetary policy space during economic downturns."
1,"To date, the spillover from the surge in oil prices has been modest.","
HAWKISH - In this sentence, the term'spillover' refers to the effect of high oil prices on macroeconomic variables. Although the text does not specify a specific time frame, it could be considered recent considering the current pandemic situation. In this case, the label HAWKISH indicates that the spillover is related to a hawkish monetary policy stance."
0,"The “extended period” language is conditioned on exactly those same points: “Extended period” is conditioned on resource slack, on subdued inflation, and on stable inflation expectations.","
HAWKISH: This is a monetary policy tightening. The Federal Reserve is gradually raising interest rates to combat inflation.Dovish: This is a monetary policy easing. The Federal Reserve is adopting an accommodative policy to stimulate the economy.Neutral: This is a neutral monetary policy stance. The Federal Reserve is keeping the monetary policy stance stable to maintain price stability."
0,"Although inflation remained remarkably subdued and any increase in inflationary pressures likely would tend to emerge only slowly, the strength in demand had developed against the backdrop of financial conditions that, broadly considered, were not substantially different from those now prevailing.","
HAWKISH: The sentence describes an easing monetary policy, as the focus is on the development of demand in the context of current financial conditions that are not notably different from recent. DOVISH: No, the sentence does not correspond to this label. NEUTRAL: The sentence is a bit ambiguous, as it refers to a neutral stance on inflationary pressures. However, it can be classified as DOVISH, given that demand conditions are not notably different from those in the current monetary policy."
0,A few participants judged that the expectations regarding the path of the federal funds rate implied by prices in financial markets were currently suggesting greater provision of accommodation at coming meetings than they saw as appropriate and that it might become necessary for the Committee to seek a better alignment of market expectations regarding the policy rate path with policymakers' own expectations for that path.,"
HAWKISH. This sentence discusses the expectations for the federal funds rate path and the possibility of easing monetary policy."
0,another indicated that the Committee could provide guidance stating that it would not raise its target for the federal funds rate if the inflation rate was expected to run below a given level at a specific horizon.,"
HAWKISH: The sentence indicates that the FOMC might choose to tighten the monetary policy, as it hints at their concern about inflation. The reasoning behind this classification is based on the assumption that the FOMC would want to combat inflationary pressures."
1,"The prospect of additional fiscal stimulus likely contributed to a steeper U. S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation.","
DOVISH - In monetary policy, 'DOVISH' refers to the tightening of financial conditions or the reduction of monetary stimulus. In this sentence, the mention of fiscal stimulus and its likely contribution to a steeper yield curve, higher inflation compensation, and depreciating U.S. dollar can be seen as an indication of the central bank's intention to increase the money supply and thus, causing price increases and economic growth."
2,"At the same time, the staff viewed the risks around its outlook for the unemployment rate as roughly balanced.","
HAWKISH (The Fed is seen as more likely to tighten monetary policy in the near term) The unemployment rate is viewed as roughly balanced in the short term. The sentence classifies the sentence as HAWKISH due to the reference to the Fed's tightening stance."
2,"We found that a surprise increase of 25 basis points in the funds rate target typically results in a decline in broad equity indexes of about 1 percent, whereas a change in the funds rate that is expected by the market has essentially no effect on stock prices.17 Our work is just one example of a number of event-study analyses that may well shed light on the effects of monetary policy and the channels of monetary policy transmission.","
NEUTRAL: The sentence is about the monetary policy and its effects on stock prices, which are not the focus of the FOMC's work."
2,"Operationally, maintaining price stability requires abiding by the Taylor principle of raising nominal interest rates more than one for one in response to movements in inflation, especially those movements perceived as persistent.","
HAWKISH - This is a monetary policy that emphasizes short-term stability by adjusting interest rates to combat rising inflation. 

DOVISH - This is a monetary policy that emphasizes long-term growth by keeping interest rates relatively low to stimulate the economy. 

NEUTRAL - This is a monetary policy that aims at keeping price stability and does not favor either tightening or easing measures."
2,"The growth of subprime mortgage lending is one indication of the extent to which access to credit has increased for all households, including those with lower incomes.","
HAWKISH. This label is used for monetary policy that indicates an increase in the short-term interest rates in an attempt to reduce economic growth and decrease inflation. In the given sentence, the indicator of subprime mortgage lending expansion is an indication of increasing credit availability for lower-income households, thus labeling it HAWKISH."
2,"And what is the risk that, in taking such steps, a central bank would be seen by investors as taking on partial responsibility for asset prices?","
DOVISH Risk of central bank actions having an impact on asset prices. Central banks typically tighten monetary policy to combat inflation, which may cause short-term market turbulence due to investors reassessing their expectations about future inflation and interest rates. In this sentence, the central bank's actions could be perceived by investors as an implicit commitment to maintain current asset prices, which may lead to market stabilization."
1,"As of this month, the maximum monthly reduction in the balance sheet will be nearly double the level of the previous cycle.10 Together, the increase in the policy rate and the reduction in the balance sheet should help bring demand into alignment with supply.","
DOVISH The Federal Open Market Committee (FOMC) decided in October 2018 to reduce the monthly balance-sheet reduction by nearly double the level of the previous cycle. The decision aimed to align demand and supply in the economy, with the hope that it would eventually lead to price stability. The monetary policy stance is now more neutral compared to previous months. Explanation: The sentence describes the FOMC's decision to decrease the maximum monthly reduction in the monetary policy balance sheet by nearly double the previous level. This could be seen as a more neutral stance in contrast to previous decisions, indicating a balanced monetary policy approach."
0,"Moreover, in light of the anticipated modest pace of economic recovery, the Committee expects that over coming quarters the unemployment rate will decline only gradually toward its mandate-consistent levels.","
The sentence can be classified as HAWKISH. This is because, given the anticipated modest economic recovery, the FOMC anticipates a gradual decrease in unemployment rates over a prolonged period, thus maintaining a cautious monetary policy stance."
0,"It was a question of not getting inflation up to our target on a robust, symmetric kind of a way.","
FOMC sentence:
HAWKISH 
Explanation: HAWKISH refers to an increase in the federal funds rate to combat inflation."
2,"Returning to monetary policy, we recognize that there has been a great deal of focus on today’s policy decision.","
HAWKISH: The FOMC has made a hawkish decision, increasing the target rate by 0.25%. This decision could lead to higher interest rates and tighter monetary policy, which often leads to higher borrowing costs and reduces economic expansion. The label is 'HAWKISH' because it corresponds to tightening of the monetary policy."
2,"It is an honor to be here with Ben Bernanke and Janet Yellen, who pioneered the original Statement on Longer-Run Goals and Monetary Policy Strategy in 2012.","
FOMC: DO. The original statement was introduced by Ben Bernanke and Janet Yellen in 2012, focusing on monetary policy strategy in the long term."
1,"Although we cannot ascertain the precise rates of resource utilization that the economy can sustain, we can have little doubt that, after three years of above-trend growth, slack has been substantially reduced.","
HAWKISH: In this sentence, the Federal Reserve mentions a significant increase in economic growth, implying a hawkish monetary policy stance. This is because the central bank acknowledges the current overshoot in the economy, having to reduce the previously excessive growth. The sentence is classifiable as HAWKISH because the Fed is tightening the monetary policy.DOVISH: The sentence can be labeled DOVISH due to the central bank's acknowledgement of the current economic overshoot, which is indicative of easing the monetary policy. The explanation is that the Fed is reducing the current growth rate to prevent the economy from overheating.NEUTRAL: The sentence is neutral because, while the central bank is recognizing an overshoot, they have not decided to tighten the monetary policy or ease it. The explanation is that it could imply a pause in the current expansion, which might not be accompanied by any specific new measures."
0,"Participants agreed that the longer-run normal federal funds rate was likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates.","
DOVISH. The monetary policy is being eased, so the longer-run normal federal funds rate is expected to be lower than in the past due to the decrease in real interest rates caused by secular forces."
2,"To reduce that uncertainty, we often use the unemployment gap rather than the output gap in these rules.19 We also need to pick values for the coefficients a and b, whether they are the values John Taylor posited in his seminal 1993 article or other values from the vast literature that has come since.20 There are still other choices to make.","
DOVISH The unemployment gap method uses the current state of unemployment to guide monetary policymaking. Rising unemployment can indicate inflation pressures or demand-pull, so adjusting interest rates can help control both. In this case, the reference to the current unemployment gap (19) suggests a neutral monetary policy stance."
2,"The Chairman testifies frequently before the Congress, with the one-year record being twenty-five appearances in 1995, although only seven were directly about monetary policy.","
HAWKISH: The Chairman's frequent appearances before Congress, with a record of 25 appearances in 1995, mainly focusing on monetary policy, align with this sentence's context.DOVISH: The Chairman's frequent appearances before Congress are indicative of an easing monetary policy stance in 1995, which is consistent with the sentence's meaning.NEUTRAL: The frequent appearances before Congress, without focus on a specific monetary policy, align with this sentence's neutrality."
2,"Given the substantial uncertainty still attached to projections of money growth consistent with the Committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in July 1996.","
DOVISH: The monetary policy stance remains neutral as the sentence does not indicate a change in the current policy. Money growth is uncertain, and there is no strong reason to alter the current range."
2,"An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth.","
LABEL: DOVISH EXPLANATION: An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth."
1,"Today a rise in oil prices has mixed effects on the economy, lowering real household incomes and thus demand, but raising investment in drilling over time and benefiting oil-producing areas more generally.","
HAWKISH: Today's rise in oil prices has both negative (lower real household incomes and reduced demand) and positive effects (higher investment in drilling, particularly in oil-producing areas) on the economy, which warrants the class label of 'HAWKISH'. This label emphasizes the tightening of the monetary policy stance."
2,So the term “trend inflation”—usually there are a variety of statistical techniques that can be used to extract a trend from a series.,"
HAWKISH - This term refers to the current Fed monetary policy stance, where they are gradually raising interest rates to combat inflation and reduce economic growth. The label is based on the assumption that tightening policies are currently in place."
2,"In the Committee’s discussion of monetary policy for the intermeeting period, nearly all members favored keeping the target federal funds rate at 5-1/4 percent at this meeting.","
HAWKISH: In the context of the FOMC statement, this sentence favors a hawkish stance on monetary policy, as it indicates members' inclination to keep the target rate unchanged. The short explanation is 'In this meeting, all members favored keeping the target federal funds rate at 5-1/4%, indicating a hawkish monetary policy stance.'"
2,"But we are also searching for an absolute concept, the point of balance between supply and demand in the respective markets that divides excess demand from excess supply--in effect, the origin in a diagram relating inflation to excess demand and supply.","
HAWKISH: This sentence is referring to the Fed's monetary policy stance that aims to reduce aggregate demand by increasing interest rates to combat inflation. It is an example of tightening."
1,"Credit conditions in the commercial real estate (CRE) sector continued to ease, and growth in CRE loans at banks stayed solid.","
HAWKISH - The Federal Open Market Committee (FOMC) implemented a hawkish monetary policy, characterized by higher interest rates and less accommodative stance to tighten the monetary supply. The CRE sector witnessed easing credit conditions and solid loan growth. (The explanation: In finance, the term hawkish refers to a monetary policy that is characterized by higher interest rates, which tends to reduce credit availability and general economic growth, while doves prefer more accommodating policies that promote growth and lower interest rates. The CRE sector is an important indicator of the overall health of the financial market, and an easing of monetary policy typically corresponds to more credit growth and loan expansion.)"
1,"While labor markets were anticipated to remain tight in the near term, participants expected labor demand and supply to come into better balance over time, helping to ease upward pressure on wages and prices.","
FOMC: HAWKISH - The Federal Open Market Committee has adopted a moderately hawkish stance, as they anticipate a tighter labor market in the near term and a better balance between labor demand and supply in the long term.
FOMC: DOVISH - Participants expect the labor market to become more balanced in the future, so monetary policy remains relatively dovish at this time."
1,Money growth was damped by a rise in the opportunity cost of holding M2 assets (as typically occurs in periods of policy tightening).,"
DOVISH: The money growth slowdown was caused by a rise in the cost of holding monetary assets, which is typically associated with monetary policy tightening."
2,"A few participants pointed to continued strong growth in multifamily construction, although the limited pipeline of new projects in one District suggested that activity could slow in 2015.","
HAWKISH. The sentence refers to the current monetary policy stance that maintains a high level of monetary accommodation to stimulate economic growth."
1,"The staff's near-term forecast for inflation was revised up a little, as recent data showed somewhat faster-than-anticipated increases that were judged to be only partly transitory.","
DOVISH. The recent increase in inflationary pressures, alongside the staff's revision upward of their near-term forecast, classifies this sentence as DOVISH. The explanation is that a tightening of monetary policy is anticipated, likely due to the increase in inflationary pressures."
2,"But in the shorter run, we must also develop strategies to overcome the education deficiencies of all too many of our young people, and to renew the skills of workers who have not kept up with the changing demands of the workplace.","
FOMC - HAWKISH. The term 'hawkish' describes a monetary policy stance characterized by tight control over inflation and money supply. In this case, the statement 'develop strategies to overcome the education deficiencies of all too many of our young people, and to renew the skills of workers who have not kept up with the changing demands of the workplace' is aligned with this monetary policy categorization, supporting a hawkish stance."
1,"Some saw a risk that inflationary pressures might develop more rapidly than currently anticipated as resource utilization tightened,","
HAWKISH - This is an example of monetary policy Hawk (tightening to combat inflation), which is the opposite of the current monetary policy Dove (easing). Resource utilization is a key factor in inflationary pressures, and a tightening of this could lead to an increase in inflation."
2,"I believe the current move can be justified in a forward-looking variant of the Taylor Rule, where today's policy depends on the forecast of future output gaps and inflation.","
DOVISH (Forward-looking Taylor Rule): The current monetary policy decision takes into account the expected future inflation and output gaps, with the aim of achieving long-term growth in a stable environment."
2,"The shift in the stance of monetary policy that we undertook in 2019 was, I believe, well timed and has been providing support to the economy and helping to keep the U.S. outlook on track.","
FOMC - HAWKISH: The shift in the stance of monetary policy that we undertaken in 2019 was a hawkish move, as it indicated a tighter monetary environment. This label applies if the sentence is describing a monetary policy stance that is more stringent than the previous one, leading to a tightening of financial conditions.
FOMC - DOVISH: The shift in the stance of monetary policy that we undertaken in 2019 was a dovish move, as it indicated a less stringent monetary policy stance. This label applies if the sentence is describing a monetary policy standpoint that is less stringent than the previous one, leading to a lessening of financial tightness.
FOMC - NEUTRAL: The shift in the stance of monetary policy that we undertaken in 2019 was a neutral one, as it did not indicate a particular monetary policy stance. This label applies when the sentence does not provide enough information to determine if the stance was either hawkish or dovish."
2,"Some contacts indicated that while input costs were higher, it appeared that the pass-through of these higher costs to consumer prices was limited.","
NEUTRAL: The monetary policy stance is not easing nor tightening. Input costs are higher, but the pass-through to consumer prices is limited."
2,"However, household spending had been relatively robust during the cyclical downturn and likely had only limited room for a pickup over coming quarters, and intense competitive pressures could well constrain profits, investment, and equity prices.","
HAWKISH. This classification is based on the sentence's mention of a cyclical downturn and limited room for a pickup in household spending, which typically associate with tightened monetary policy."
2,Consumer food prices were little changed in August.,"
HAWKISH - This sentence indicates little change in consumer food prices, suggesting a likely tightening of the monetary policy. (Explanation: Hawkish refers to an increase in the short-term interest rates to combat inflation.)"
0,largely as a consequence of further increases in nominal labor compensation gains that would not be fully offset by growth in productivity.,"
HAWKISH: The FOMC announcement implies a further increase in interest rates to combat inflation, which is a tightening of monetary policy. The explanation: The central bank raising interest rates to combat inflation may lead to a decrease in consumer spending and an increase in savings, ultimately leading to a tighter money supply in the economy."
2,"In connection with the risks associated with an early start to policy normalization, many participants observed that a premature increase in rates might damp the apparent solid recovery in real activity and labor market conditions, undermining progress toward the Committee's objectives of maximum employment and 2 percent inflation.","
HAWKISH | Explanation: Hawkish refers to the stance of the central bank to tighten monetary policy aggressively to combat high inflation and prevent overheating. In this case, the FOMC might be expected to tighten policy to counteract the effects of an early start to normalization, which could lead to economic slowdown and thus dampen recovery."
2,"In contrast, in cases in which variations in the demand for reserves or in external factors affecting reserve supply appear likely to be temporary, the Desk typically prefers to conduct open-market operations through short-term or long-term repurchase agreements, known as repos.","
FOMC: HAWKISH - In cases of short-term fluctuations in demand for reserves or external factors affecting reserve supply, the Desk typically prefers conducting open-market operations through short-term or long-term repurchase agreements."
2,"How the forces of demand, potential supply, and expectations interact has probably not been changed in any fundamental way by the recent trend of globalization.","
HAWKISH: The sentence discusses a possible change in the monetary policy stance. In this case, the Federal Reserve's recent actions might imply a dovish stance, which involves a decrease in the current monetary policy to stimulate the economy.
DOVISH: Not applicable as monetary policy actions are not directly related to each other.
NEUTRAL: The sentence does not describe any specific monetary policy action, so it is considered neutral."
1,"Several commented that an asymmetric directive did not imply a commitment to tighten monetary policy at some point, whether during the intermeeting period or at a future meeting, but it did imply the need for special vigilance.","
HAWKISH. The sentence indicates that an asymmetric directive does not imply a commitment to tighten monetary policy but implies special vigilance. It can be classified as HAWKISH."
0,"Conversely, fiscal policy expansion in the surplus countries could be used to augment domestic demand, but any such adjustments would need to take account of medium-term goals for fiscal consolidation.","
HAWKISH - The sentence describes a tightening of the FOMC's monetary policy, as it implies an increase in interest rates to combat inflation and decrease economic growth. 

DOVISH - The sentence refers to easing of the monetary policy, as it suggests decreased interest rates to promote economic growth and increase employment. 

NEUTRAL - The sentence is neutral in terms of the stance on monetary policy, as it does not provide clear guidance on whether fiscal policy or monetary policy should be more accommodative."
2,"Future policy adjustments would depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.","
HAWKISH. The sentence implies a possible future monetary policy tightening due to an increase in inflation and economic growth projections."
2,"During expansions, equity prices tend to rise, although they often decline before a downturn in the economy.","
FOMC Sentence Classifier: HAWKISH (short explanation: Hawkish monetary policy leads to higher equity prices)"
2,Wage inflation has been running at 2 percent.,"
NeutralLabel: The sentence describes a neutral monetary policy stance. Explanation: The term 'wage inflation' refers to the increase in the price of wages or salaries, which can reflect changes in the money supply and interest rates. At 2 percent, the level of wage inflation is relatively modest, indicating a moderate monetary policy. However, the sentence doesn't provide enough information to conclusively classify the monetary policy as either hawkish or dovish."
0,"The Federal Reserve Bank of New York was authorized and directed, until instructed otherwise by the Committee, to execute transactions in the System Account in accordance with the following domestic policy directive: The information reviewed at this meeting suggests that the expansion in economic activity has slowed considerably after a very rapid advance in the first quarter.","
DOVISH This sentence indicates that the Fed was implementing a 'DOVISH' stance at the time. The explanation is a reference to the slowdown in economic activity following the first-quarter expansion."
2,"The role of the Board vis-à-vis the regional Banks was elevated in the aftermath of the stock market crash of 1929 and in the early years of the Great Depression, but the combination of centralized and regional responsibilities remains an important strength of the Federal Reserve System, as I'll explain shortly when I discuss the formulation of monetary policy.","
HAWKISH: In the aftermath of the stock market crash of 1929 and during the early years of the Great Depression, the Federal Reserve's role vis-à-vis regional banks was elevated, as explained when formulating monetary policy. DOVISH: The current monetary policy is characterized by the Federal Reserve's implementation of easing measures to stimulate economic growth and counter the effects of the COVID-19 pandemic. NEUTRAL: In the aftermath of the 2008 financial crisis, the FOMC shifted from an accommodative monetary policy to a neutral stance, focusing on price stability and maintaining financial stability."
1,"Although the unemployment rate is around a 50-year low, wages are rising broadly in line with productivity growth and underlying inflation.","
HAWKISH. This sentence describes an environment where there is relatively tight monetary policy, characterized by a rising unemployment rate alongside increasing wage growth, and suggests an inflationary trend."
2,"Given recent developments, the medium-term outlook for inflation will receive particular scrutiny.","
HAWKISH. The sentence discusses the recent developments affecting inflation and how it will be closely monitored."
1,Members agreed that the statement should continue to convey that inflation risks remained of greatest concern and that additional policy firming was possible.,"
HAWKISH - Members agreed that the statement should continue to convey that inflation risks remained of greatest concern, indicating a likely firming of monetary policy in the near term. (Explanation: HAWKISH represents a monetary policy stance focused on controlling inflation, as opposed to the current monetary policy of easing.)"
0,Several participants commented that the factors that had contributed to low inflation during the previous expansion could again exert more downward pressure on inflation than expected.,"
DOVISH. This sentence indicates that participants believe the current monetary policy might become tighter, leading to higher inflation, as some factors contributing to low inflation during the previous expansion may reoccur and exert more pressure."
1,The nominal deficit on U. S. trade in goods and services widened substantially in the second quarter.,"
'Dovish' - The sentence describes a situation where the FOMC is more focused on economic growth and may be considering a change in the current monetary policy which tends to favor market-driven growth. The explanation is based on the assumption that the FOMC typically shifts from a hawkish to dovish stance as economic conditions change."
0,"With the risks to the forecast for economic activity tilted to the downside, the risks to the inflation projection were also viewed as having a downward skew.","
DOVISH: The risks to the forecast for economic activity being tilted to the downside, along with the risks to the inflation projection, are viewed as a down-shift in the monetary policy stance."
2,"Moreover, investing in EMEs has become more attractive as many EMEs have improved their macroeconomic policies and institutional frameworks over recent decades; growth differentials may partly be reflecting these improvements.","
DOVISH. The sentence describes an improvement in the macroeconomic policies and institutional frameworks in emerging markets, which can lead to increased attractiveness for investing in such markets."
2,"Participants noted that the timing of the resumption of growth in the U. S. economy depended on the containment measures put in place, as well as the success of those measures, and on the responses of other policies, including fiscal policy.","
HAWKISH Explanation: This is a monetary policy classification, where the Fed is tightening the policy to control inflation.
DOVISH Explanation: This is a monetary policy classification, where the Fed is easing the policy to stimulate economic growth.
NEUTRAL Explanation: This is a neutral classification, where there is no significant change in the current monetary policy stance."
2,One prominent example is the work in behavioral finance on how alternative assumptions regarding rationality can affect predictions for asset prices and saving behavior,"
HAWKISH: The Federal Open Market Committee (FOMC) is increasing interest rates to combat inflation. This monetary policy tightening typically leads to a less favorable stock market environment."
